id,orderid,skuid,quantity,unitprice,discount,issample,createdat,appliedpricingrules,recoverable
69570fd9-0423-4914-be83-fe986c9ab08c,827f1d26-2f35-4028-8940-2759896f9dd9,eea58661-594c-41e7-be1a-44b7b9412a24,12,11.19,0,false,2025-10-23T14:49:00.767+00:00,,false
84facff1-4992-445f-a082-64c9ee40585a,bae6c8ee-455e-4284-b30e-f027f580e11c,10baeef4-1bda-4a01-a738-c5f14fcd572a,12,7.33,0,false,2025-10-23T14:49:01.702+00:00,,false
805de78c-02d4-4745-b31d-cd03c94bf4b2,599314e7-f12a-40b9-a52d-945f1d356ce6,a6a06b77-f630-4a95-b69c-15ee29201a5a,12,12,0,false,2025-10-23T14:49:04.173+00:00,,false
4a056369-6524-4a46-af82-c4ab054ea720,dc290027-174a-4f4b-ac06-f967fd943ca1,bcaf17c6-df39-459f-8d14-7367c32d3f8c,1,69.99,0,false,2025-10-23T14:49:08.839+00:00,,false
79939f5f-6af2-45a1-b972-6846ab003ae9,dc290027-174a-4f4b-ac06-f967fd943ca1,aba79d92-f33f-47f6-99d7-0b5154cd4ca8,1,36.67,0,false,2025-10-23T14:49:09.666+00:00,,false
35d10612-bba1-4c29-bcfe-00ab1323ad58,aa29b4a3-ef70-4c87-934a-145b40fa231b,602e11c1-7665-48dc-98fc-f4620cd1e933,4,45,0,false,2025-10-23T14:49:16.036+00:00,,false
1a71c387-86d7-41ce-abb8-308b846f3a3b,f4963ba1-a55d-4a4b-8fa2-7f7cce59304a,6d6cbb76-eb2e-4a0e-ba95-ac24c6f5c17d,12,11.19,0,false,2025-10-23T14:58:17.266+00:00,,false
03a98c52-38ca-4162-9125-9c1982472bf0,5d4c88a1-1335-470a-af18-e8437327cdfe,0b654568-ffd5-4c04-aedf-350b544bb302,4,10.33,0,false,2025-10-23T14:58:19.112+00:00,,false
d68c2440-aaa6-43c1-9ce2-5ac447e66fd2,5d4c88a1-1335-470a-af18-e8437327cdfe,d3547cab-28d0-4029-b494-bb76ef486134,4,11.66,0,false,2025-10-23T14:58:20.023+00:00,,false
efb8e9bb-8278-410d-9bb9-a751d49c9900,cd8409d0-7594-40be-ab94-73d6430ef198,47fccf51-7391-4f93-93bd-f8686ef59412,12,10.67,0,false,2025-10-23T14:58:21.98+00:00,,false
262749e5-2dcf-490f-bb76-4840c6057b3e,c6bb1dfd-77b7-42a5-9628-6f493553952e,f9cec31e-07ba-4db5-b280-b2eb1d01e2a9,36,7.49,0,false,2025-10-23T14:58:25.694+00:00,,false
95d4afec-9f4e-4ec5-937a-51a0c686152a,7b6115a6-562d-4733-9273-27d0d9990340,826bebec-dffb-4339-a7ca-5155bdf67484,12,7.49,0,false,2025-10-23T14:58:27.861+00:00,,false
41d75922-1d94-490d-adeb-64c4c6b3eb82,f42ec2ba-7429-4b8c-919c-b27c96f62938,8cec6481-2a4c-4945-85fe-ef2327fbf40e,18,13.33,0,false,2025-10-23T14:58:29.502+00:00,,false
145007a5-8677-4214-bb08-165e7922f48f,fd1fdb20-bbcf-457f-9fdf-107b1b874748,17cd8f58-e0bd-4a46-8804-0e310f23b714,24,6.67,0,false,2025-10-23T14:58:34.43+00:00,,false
0b82321f-b570-4cf2-b8e7-0b5781a62c38,5d30ff50-d5b2-4592-b482-e05949fb437f,19e7868e-7890-4b79-856f-41750379d9d5,12,8,0,false,2025-10-23T14:58:37.277+00:00,,false
cd4672d1-d5b9-4a75-beaf-e49ecafad76d,5d30ff50-d5b2-4592-b482-e05949fb437f,02677e8b-49ab-4c15-9d08-d5c77b671d6a,24,9,0,false,2025-10-23T14:58:38.16+00:00,,false
2388985d-4a3b-4aa8-9949-79958fecaca9,7125b649-5e45-4436-ae26-f3fcacf2288d,6a9be919-ab79-4d49-ab34-66f8c55ceb6f,24,9.49,0,false,2025-10-23T14:58:39.726+00:00,,false
7edd66ce-70bf-44dc-a07c-160bb4b3c3ec,77930dfd-4720-4523-ab4f-24f11879d85f,e7ad59dc-6b69-4696-a08b-7659278d451d,12,9.33,0,false,2025-10-23T14:58:41.231+00:00,,false
35658c47-c675-4f22-841a-3ccf9a657ae9,7017eeed-65a6-4e11-925d-0189e084e585,fa2e7d04-fd0a-463a-b72e-7f3f81ad5d41,4,11.33,0,false,2025-10-23T14:58:43.062+00:00,,false
861b6511-18bc-4f91-8e35-3c82d82de992,72d44c25-4bfc-407e-b561-61674f27cd2a,f2cf89d8-913d-4123-bd97-b6a2b4c467fb,12,16.67,0,false,2025-10-23T14:58:44.038+00:00,,false
0c9d54be-e927-4ae5-ac75-cd6c83df589b,8061c630-6a5a-44e2-9f9a-0a31fc2a9861,c16f6c33-afb3-4689-95d5-0130841a34c6,12,17.99,0,false,2025-10-23T14:58:45.146+00:00,,false
c7c76f3c-3de8-48e8-8fa0-cfbf694e7079,8061c630-6a5a-44e2-9f9a-0a31fc2a9861,2d3d1ca9-e7cb-4684-a8ea-a9fbc6e2d724,72,6.15,0,false,2025-10-23T14:58:46.042+00:00,,false
c7556376-a02c-44ba-8900-22a004a7a2af,fa02ce09-e061-443d-8422-1280e4800754,105df3b0-2a1f-4868-b8c5-71ff067fb9fe,2,13.33,0,false,2025-10-23T14:58:46.604+00:00,,false
ff81ffcd-5fbe-4904-aafa-aa42b772f6f1,fa02ce09-e061-443d-8422-1280e4800754,2cbcbb66-1155-4330-bcf8-c62fb628d2dc,2,13.33,0,false,2025-10-23T14:58:47.502+00:00,,false
15bedbaf-29c4-4411-a0c3-9beb78a0f365,8ec82ff0-69da-4361-b446-f67c3bc214dd,47cc2170-faf8-41a5-a2d9-1ed4d3b43a20,12,12,0,false,2025-10-23T14:58:48.649+00:00,,false
3f6557a1-f703-4295-b87c-36bac7ff5ad2,6e31da52-182c-4667-8776-11822b5397a2,10e16e77-cf8e-4b0b-a8d0-8d78bad2ff60,24,11.66,0,false,2025-10-23T14:58:51.854+00:00,,false
b5f79e47-ef64-4eec-b967-209920960875,c3bd0fc8-1878-4890-b29c-dde42c286993,11750cba-c7e4-4536-8b59-349e68dc8be6,6,9.99,0,false,2025-10-23T14:58:53.334+00:00,,false
64e8859e-bee6-4a2c-b5c3-c8f7d555d6d7,c3bd0fc8-1878-4890-b29c-dde42c286993,7e958236-638a-4781-bdab-57df53e77c8b,4,9.99,0,false,2025-10-23T14:58:54.202+00:00,,false
b99dae71-5de6-44a8-915e-6cadfbdf7e30,c3bd0fc8-1878-4890-b29c-dde42c286993,c814b7ba-816e-4cdd-acf7-c085cc1df727,6,7.99,0,false,2025-10-23T14:58:55.056+00:00,,false
674b14ce-9028-489a-b886-da436590834a,c1a60838-0eb5-47a7-8684-a45c59fe2a65,97f3d6c8-7e42-43e0-829e-a8cf5bd44a5d,12,11.33,0,false,2025-10-23T14:58:57.988+00:00,,false
6bccbf43-2cea-4277-9b26-8557d36071e7,e3412cfd-b183-46f6-bcfd-8a4185eed2f8,dd366279-ce18-4f10-ab5f-6d39d94ceb5c,12,13.33,0,false,2025-10-23T14:59:09.687+00:00,,false
16088d3c-6f68-4c3c-86e0-7b65c36780f5,a0457e67-3d95-41a7-b17e-e5da0c35a41e,11750cba-c7e4-4536-8b59-349e68dc8be6,12,9.99,0,false,2025-10-23T14:59:16.166+00:00,,false
73f4d8c9-d3a9-4dd8-be5c-9cc14d10819a,90bbbba2-ae92-45e1-949b-cbe931cb230d,04548999-3e02-45a7-bf2e-2e4d9253d6e1,12,9.33,0,false,2025-10-23T14:59:17.549+00:00,,false
6a77f5ca-67e3-4add-8dd3-4a1e05a56300,cc550984-1740-441a-bc2f-1a5900c49880,d7492884-8f19-4bed-ac14-044cb04441b1,12,11.99,0,false,2025-10-23T14:59:18.615+00:00,,false
5b1ddf95-1925-42d3-9651-2e0853d57972,98873f0f-a3cb-4998-a870-9be840386d9d,1d59e418-c347-4522-b5e0-d74114a59d25,3,23.33,0,false,2025-10-23T14:59:21.926+00:00,,false
d1fc21c5-835a-48c0-aad0-3ac6c1530adf,6dd56745-53c2-4dc5-b7be-db83796cc758,b6c9db3e-4a2a-4164-98e8-f2b966bb8667,12,9,0,false,2025-10-23T14:59:22.45+00:00,,false
4c6562fc-d4b5-46ba-be76-420070e88a20,6dd56745-53c2-4dc5-b7be-db83796cc758,05e3ecd5-2da3-420a-ba02-9dc373a9069b,12,9.99,0,false,2025-10-23T14:59:23.323+00:00,,false
541f79b0-6752-4ab2-a548-75820e858c4c,c707f793-9e53-4086-b8ea-1fa244f45a23,b10ebf0d-f0cc-4b89-9889-6ca5c507aa8a,24,17.99,0,false,2025-10-23T14:59:24.359+00:00,,false
c33dd774-4c98-4c08-9e5e-57fe3b6c2cb8,c707f793-9e53-4086-b8ea-1fa244f45a23,57b78533-c5d1-4b8a-be98-a1813a00a0d9,24,9.49,0,false,2025-10-23T14:59:25.223+00:00,,false
9d42862d-1295-43e4-b6e0-e200ad2bc7bd,7572760b-929e-4e80-a616-cbd9b687c434,b6c9db3e-4a2a-4164-98e8-f2b966bb8667,12,9.99,0,false,2025-10-23T14:48:50.845+00:00,,false
f52f9684-38de-45e0-827a-a40ee46a893c,ea181606-0066-456d-9544-6ac123259694,36cfeddb-76d6-486f-858a-2d78ce3aa904,24,8.66,0,false,2025-10-23T14:48:51.853+00:00,,false
78dee7e5-0373-44be-a7de-2b9e0105e986,7ee2be91-2582-4695-9808-b0445d89a2df,20fc09e5-aaa7-493d-b404-18675ca8c421,6,16.67,0,false,2025-10-23T14:48:56.651+00:00,,false
01618eee-f52f-4245-97bc-82b0b179c212,7ee2be91-2582-4695-9808-b0445d89a2df,42a332e3-9452-4fe0-bbb0-7a1e8447b96f,5,8.49,0,false,2025-10-23T14:48:57.473+00:00,,false
aa304809-d35e-432c-a25b-fed0003ddddb,c3680461-48eb-4d18-8d68-4b88a14a1a1a,eea58661-594c-41e7-be1a-44b7b9412a24,12,11.19,0,false,2025-10-23T14:48:58+00:00,,false
9c0d3dec-490f-4922-9826-4c298b1cb266,5cf4b1ab-9f33-4412-b2d4-b87c784e9ec7,47787e78-e957-4e63-8183-c276ffb32496,12,12.66,0,false,2025-10-23T14:48:59.691+00:00,,false
a9001eb2-bdf2-43e3-addf-7df04c209d6f,827f1d26-2f35-4028-8940-2759896f9dd9,a96742a8-bd78-4cab-9ae2-803cb8893cd1,6,15.33,0,false,2025-10-23T14:49:00.212+00:00,,false
3a1d89d4-4d35-4877-8916-2606ccdabfe5,599314e7-f12a-40b9-a52d-945f1d356ce6,12d40105-c306-49e0-8c43-00da273d159b,24,11,0,false,2025-10-23T14:49:04.447+00:00,,false
eb353a51-2875-45fb-a031-3c21ed1b50df,dc290027-174a-4f4b-ac06-f967fd943ca1,02677e8b-49ab-4c15-9d08-d5c77b671d6a,12,9,0,false,2025-10-23T14:49:09.1+00:00,,false
7f914337-e34d-4a3b-9524-5f5a413983cd,dc290027-174a-4f4b-ac06-f967fd943ca1,2625bd83-72c5-4fea-9f7a-bfcb9e8e7969,1,14.67,0,false,2025-10-23T14:49:09.974+00:00,,false
be59c6b1-6dd5-47eb-bd66-770687a4e7c6,76023620-0256-474b-a596-e43da19a3142,e7ad59dc-6b69-4696-a08b-7659278d451d,36,9.33,0,false,2025-10-23T14:49:11.571+00:00,,false
785dd743-4a0f-45e9-8333-3f742c5bb4be,e47a035e-5840-43c1-a2a2-184c6f18259b,13a4e8db-dcd7-4604-a0b7-52f98a4eb51f,36,8.33,0,false,2025-10-23T14:49:13.541+00:00,,false
5517bc1f-ac77-4c3d-8f45-b2a5e21d9f7e,aa29b4a3-ef70-4c87-934a-145b40fa231b,d8a0ed6b-b601-4b78-a18e-2ee88c50574c,12,13.33,0,false,2025-10-23T14:49:16.319+00:00,,false
65ee6981-3573-4b19-84c5-39e9f3f6278b,f4963ba1-a55d-4a4b-8fa2-7f7cce59304a,eea58661-594c-41e7-be1a-44b7b9412a24,12,11.19,0,false,2025-10-23T14:58:17.536+00:00,,false
7bc4c1d7-d461-4926-adf5-19831f747828,5d4c88a1-1335-470a-af18-e8437327cdfe,42a332e3-9452-4fe0-bbb0-7a1e8447b96f,4,9.99,0,false,2025-10-23T14:58:19.383+00:00,,false
d21c18e5-1215-43ea-9d1b-13e1ead565e6,cd8409d0-7594-40be-ab94-73d6430ef198,c814b7ba-816e-4cdd-acf7-c085cc1df727,12,7.49,0,false,2025-10-23T14:58:21.386+00:00,,false
72d1a58e-0586-4f8c-a85e-6bbeea97ecaa,cd8409d0-7594-40be-ab94-73d6430ef198,79be075b-b440-4566-895f-cc4a0f692dca,3,21.33,0,false,2025-10-23T14:58:22.272+00:00,,false
edbd9b00-0ef9-4aff-96df-8dddb59c4fc9,c6bb1dfd-77b7-42a5-9628-6f493553952e,7be5ca5e-e068-4c29-a457-3c5aaf187d83,36,8.33,0,false,2025-10-23T14:58:26.062+00:00,,false
184cd3c0-6ef5-4ed1-9a4e-ec7d54647bf9,7b6115a6-562d-4733-9273-27d0d9990340,a7dc21f9-0615-44e1-a60e-e10409c7516d,3,11.49,0,false,2025-10-23T14:58:28.184+00:00,,false
6a8b6f19-00b2-4b86-a097-03a3470d67b2,5d30ff50-d5b2-4592-b482-e05949fb437f,34210cdf-ca1e-445e-baf7-7c3aae5a46b4,1,13.99,0,false,2025-10-23T14:58:37.58+00:00,,false
c3500a8e-05ca-4e0d-b5d4-44766d95bd9b,5d30ff50-d5b2-4592-b482-e05949fb437f,826bebec-dffb-4339-a7ca-5155bdf67484,12,7.49,0,false,2025-10-23T14:58:38.467+00:00,,false
7f4cc6f1-c8c6-420e-9fd0-ab3eef8568dc,77930dfd-4720-4523-ab4f-24f11879d85f,ddffb617-ee25-4c7b-a2b8-9bb5bc5eeb18,12,9.33,0,false,2025-10-23T14:58:41.549+00:00,,false
b668aa35-a1b7-4b74-af30-e2f6c6b32581,7017eeed-65a6-4e11-925d-0189e084e585,7874a21e-070a-47e8-be6e-3c2de2698a8e,12,7.33,0,false,2025-10-23T14:58:42.493+00:00,,false
5b0b0ef2-bbe2-4df6-a400-01df6142460f,8061c630-6a5a-44e2-9f9a-0a31fc2a9861,b64e0850-3854-4c38-8170-24c3e304269d,120,5,0,false,2025-10-23T14:58:45.427+00:00,,false
633be234-96a7-415e-86f7-ca1ddc2e8635,fa02ce09-e061-443d-8422-1280e4800754,3fcbebae-0a1a-4e4f-80f3-31488afde266,2,13.33,0,false,2025-10-23T14:58:46.898+00:00,,false
20d4c8ea-145f-46ce-9ccb-d9f85b52f594,fa02ce09-e061-443d-8422-1280e4800754,89e9220e-b4e1-43fc-8117-3f70c16c25be,2,14.66,0,false,2025-10-23T14:58:47.836+00:00,,false
fb59bc56-2021-4ba1-978d-4ea2d51e91ef,8ec82ff0-69da-4361-b446-f67c3bc214dd,eabc9f39-8c14-4d7f-a11c-edb21abe0dff,12,18.5,0,false,2025-10-23T14:58:48.969+00:00,,false
1b29de7a-d721-4d0a-aa27-579653477f96,6e31da52-182c-4667-8776-11822b5397a2,9ccb30ea-498b-4574-a925-3cd793b8d99f,48,18.66,0,false,2025-10-23T14:58:51.293+00:00,,false
6772aea1-77f5-4c2c-a878-8b5677944977,6e31da52-182c-4667-8776-11822b5397a2,f289dcf4-9c0f-4a93-a2f2-811c2b1d8d71,72,9.99,0,false,2025-10-23T14:58:52.13+00:00,,false
c307bc32-662d-4086-93cb-7b532fd588b2,c3bd0fc8-1878-4890-b29c-dde42c286993,40189e1f-5346-4eee-b22e-43cd79e52a8a,2,10,0,false,2025-10-23T14:58:53.618+00:00,,false
cde2a056-a626-4f9e-8f1a-cab305d08d83,c3bd0fc8-1878-4890-b29c-dde42c286993,b11b5022-6f86-4032-91a9-8ea2eccbd3b8,3,7.33,0,false,2025-10-23T14:58:54.491+00:00,,false
759698e3-b655-4150-85ad-479818dfb8a1,c1a60838-0eb5-47a7-8684-a45c59fe2a65,fbd8ef26-a681-47c6-8f27-5a1be36f11d3,12,9.66,0,false,2025-10-23T14:58:58.276+00:00,,false
6375933d-80b9-44ff-b23d-bb6843017a90,e3412cfd-b183-46f6-bcfd-8a4185eed2f8,a7fef8b9-f3c6-40c2-b478-c88244312c7e,12,6.33,0,false,2025-10-23T14:59:08.839+00:00,,false
ac63d7f1-cd27-4a6c-b111-c9b266b14e28,e3412cfd-b183-46f6-bcfd-8a4185eed2f8,c814b7ba-816e-4cdd-acf7-c085cc1df727,12,7.49,0,false,2025-10-23T14:59:09.995+00:00,,false
2c0d5920-2e96-494e-a3f7-3428b0ed7f4b,ef5d4301-31d9-4724-926d-e3783f091a63,263d3412-6937-45f3-a7af-f4ecee433379,24,11,0,false,2025-10-23T14:59:12.07+00:00,,false
1286c198-d731-4f5d-aacd-783008b4b24c,a0457e67-3d95-41a7-b17e-e5da0c35a41e,36a381d5-7e98-431d-9bba-d373ddc7ae54,12,9.99,0,false,2025-10-23T14:59:16.448+00:00,,false
d30717b9-b79f-4715-b204-b0a83eeff153,6dd56745-53c2-4dc5-b7be-db83796cc758,389351d7-09af-4b76-9e52-8f0d933fb2e0,12,12,0,false,2025-10-23T14:59:22.773+00:00,,false
e3f41892-01e2-4a95-8966-dd4749cd0aae,c707f793-9e53-4086-b8ea-1fa244f45a23,6d6cbb76-eb2e-4a0e-ba95-ac24c6f5c17d,24,10.67,0,false,2025-10-23T14:59:24.629+00:00,,false
95ecbd69-0c59-4f16-8355-3570ed298b7e,c707f793-9e53-4086-b8ea-1fa244f45a23,b69bc3a7-1a9e-4ecc-bd02-c398de7cc215,24,8.66,0,false,2025-10-23T14:59:25.502+00:00,,false
51e8b697-6047-48aa-9c10-59cb6ebcae16,a5d3fe0b-b8db-4789-9702-3aaaf14859fb,d33c82da-6e4d-420c-995c-1607c4c45e44,12,7.99,0,false,2025-10-23T14:59:39.068+00:00,,false
6e193537-80ae-4353-8d62-14d561b351f1,de2289dc-964e-439d-b932-c812368372fa,36cfeddb-76d6-486f-858a-2d78ce3aa904,12,8.33,0,false,2025-10-23T14:59:40.878+00:00,,false
07350bde-d4aa-4950-9172-e6dcb7545889,de2289dc-964e-439d-b932-c812368372fa,13a4e8db-dcd7-4604-a0b7-52f98a4eb51f,12,8.33,0,false,2025-10-23T14:59:41.771+00:00,,false
484e68f6-0401-435d-b72d-c006cd941401,95933e11-9737-4206-a021-5197076ef9dd,97f3d6c8-7e42-43e0-829e-a8cf5bd44a5d,12,11.33,0,false,2025-10-23T14:59:43.176+00:00,,false
a7d16edd-afae-4eeb-9a37-41cc8b7657de,95933e11-9737-4206-a021-5197076ef9dd,5fa00a05-51e9-4fa8-87aa-a710d4a01b7e,24,8,0,false,2025-10-23T14:59:44.025+00:00,,false
93e926f0-87b9-4c6e-9ba1-32f9e989222a,eb53602f-6944-480a-a889-b50b2fd761ce,73d6b414-7711-4ad5-bae5-97380743626e,6,11.33,0,false,2025-10-23T14:59:44.609+00:00,,false
aaba08c0-b8be-4dc6-a7f6-81509b5f0f9c,7572760b-929e-4e80-a616-cbd9b687c434,3975918a-6b88-4331-93d3-415af1551aba,6,28,0,false,2025-10-23T14:48:51.127+00:00,,false
933fd804-65a0-4f57-b0a2-16caca0e7ab1,ea181606-0066-456d-9544-6ac123259694,17cd8f58-e0bd-4a46-8804-0e310f23b714,12,6.67,0,false,2025-10-23T14:48:52.119+00:00,,false
17fb5cac-3ba2-47cb-929d-ec78c08fad78,a283dd01-218a-488d-b78c-a2bc09012d1d,6d6cbb76-eb2e-4a0e-ba95-ac24c6f5c17d,24,10.67,0,false,2025-10-23T14:48:55.044+00:00,,false
b7102887-51a4-410e-8ff8-d9edfe0e3911,7ee2be91-2582-4695-9808-b0445d89a2df,420de0a3-0fbf-4f34-9b30-fc08c1589faf,3,8.66,0,false,2025-10-23T14:48:56.914+00:00,,false
59dd12fb-e10c-4692-8769-3b92ba16f125,c3680461-48eb-4d18-8d68-4b88a14a1a1a,6d6cbb76-eb2e-4a0e-ba95-ac24c6f5c17d,24,10.67,0,false,2025-10-23T14:48:58.271+00:00,,false
035cec2f-2887-4abf-b736-5dcb24dbeb1f,827f1d26-2f35-4028-8940-2759896f9dd9,a5334db5-5921-4d23-bd63-649d6586b72f,4,49.99,0,false,2025-10-23T14:49:00.492+00:00,,false
972f595a-c034-4a64-83e8-c6e05789d474,bae6c8ee-455e-4284-b30e-f027f580e11c,620de2e5-4469-4ddf-8f92-a95884e99b38,12,11.99,0,false,2025-10-23T14:49:01.416+00:00,,false
74af1e18-263e-4533-862f-d8ebbb0f4349,dc290027-174a-4f4b-ac06-f967fd943ca1,826bebec-dffb-4339-a7ca-5155bdf67484,12,7.99,0,false,2025-10-23T14:49:09.388+00:00,,false
89a67f55-e737-41d4-8860-d99ab71f2b16,dc290027-174a-4f4b-ac06-f967fd943ca1,97f3d6c8-7e42-43e0-829e-a8cf5bd44a5d,1,11.99,0,false,2025-10-23T14:49:10.26+00:00,,false
d294c682-dc2c-4bb4-97c0-8622d1d54fc2,76023620-0256-474b-a596-e43da19a3142,3bb95d59-6bad-4795-bc21-e3f1bead1c62,24,9.33,0,false,2025-10-23T14:49:11.886+00:00,,false
