orderline_id,wellcrafted_order_id,customer_name,order_total,order_date,sku_code,product_name,quantity,unit_price,is_sample,line_total
c9cb690e-c9b4-4610-8d45-4dfd89bc7491,70a7e88a-210a-4486-a812-bed64081d470,SHMONÉ,2414.75,2025-11-03,28702,Leclaire-Thiefaine Grand Cru d' Avize 2020           6pk!,6,58.00,f,348.00
d97e58be-e2ce-4024-91df-38c5bfab718e,bf9de53b-4e19-425c-898a-d2480554181d,Rhodora Wine Bar,1656.00,2025-11-03,28430,Coco Farm & Winery Pinot Noir 2022               Partial cs!,3,58.00,f,174.00
df992925-938b-4583-b7c4-65b1ca614e25,bf9de53b-4e19-425c-898a-d2480554181d,Rhodora Wine Bar,1656.00,2025-11-03,29080,Domaine Nakajima Cabernet Franc 2023             Partial cs!,1,56.50,f,56.50
e3d882a6-b45d-4b49-8de7-7e1237091312,bf9de53b-4e19-425c-898a-d2480554181d,Rhodora Wine Bar,1656.00,2025-11-03,29211,Léo Dirringer Terre à Boire 2023,12,17.50,f,210.00
f421c3ab-819f-4094-97cb-734f47b36fcd,ac07df20-f1f6-4061-8577-891cc22d8806,Penny,1950.00,2025-11-03,23279,Guenin Effloraison                                  6pk!,60,37.25,f,2235.00
77f2fa33-32b2-4030-bbc9-9e9d44349552,a4714f3f-4e28-42a3-a8a2-119c6594666d,Point Seven,3850.00,2025-11-01,23291,Baillot Pommard 2022,70,61.00,f,4270.00
7bda2ca4-f5db-44f8-a96b-68c102e30da1,fa9eeae7-5c39-46db-97e5-aff14fbd58c3,Acker Merrall & Condit Co. Inc.,1236.00,2025-11-01,23430,Messager-Germain Coteaux Bourguigons             Partial cs!,8,27.50,f,220.00
930b95d9-4fba-45bf-90f8-bd8829b5e986,96f7c487-8d0c-4234-80a3-d4f841874a10,Eastside Cellars,612.00,2025-11-01,28626,De Grendel Merlot 2020,72,11.00,f,792.00
e0ed2aa4-e519-46c6-822d-4ed14d956955,fa9eeae7-5c39-46db-97e5-aff14fbd58c3,Acker Merrall & Condit Co. Inc.,1236.00,2025-11-01,23435,Messager-Germain Fixin Rouge 2022,16,63.50,f,1016.00
46feb788-72e7-4c07-ae9e-a0fc42aa6f8e,9d64f56c-6e47-485a-91e2-7b65d5284512,Black Cat Wines,324.00,2025-10-31,29816,Clos des Grillons Calcaires Rouge 2024     Partial cs!,12,27.00,f,324.00
643879a8-dc96-4871-975e-c90aa24c1c28,6b8a4496-96d1-45bf-b569-91e7fca8572c,Carylou LLC,1200.00,2025-10-31,28485,Vinícola de Nulles Cava Brut Nature 'Adernats',120,13.00,f,1560.00
69590405-f829-4043-8cc1-3b8e0188a65c,b8adfc3b-95ca-4289-b75f-4471a006e0a6,Agora Beacon LLC,1116.00,2025-10-31,29083,Domaine Nakajima Pétillant Rosé 2024             Partial cs!,12,30.00,f,360.00
76cd8fc5-42df-4e9a-aec7-b066f394c1a6,7f7da819-659f-4e48-bdaf-3e971b62fcd8,Greenings Fine Foods LLC,1200.00,2025-10-31,28485,Vinícola de Nulles Cava Brut Nature 'Adernats',120,13.00,f,1560.00
884d7836-a4b2-4ff3-ae6f-1b16f8d0aab4,70c540ea-6b7b-4f68-bb51-ac9bb46117f3,Skin Contact LLLC,372.00,2025-10-31,29857,La Grange aux Belles Le Vin De Jardin 2024,24,16.00,f,384.00
8ea41f0b-ec1f-463e-a8fa-787eb22c2508,c03b6a64-e65e-4ddc-a255-77596f3ca834,Peasant,1700.00,2025-10-31,24528,Fletcher Wines 'Cantina della Stazione',85,21.00,f,1785.00
af2d112f-8ed9-430e-a79e-3776315e3a52,b8adfc3b-95ca-4289-b75f-4471a006e0a6,Agora Beacon LLC,1116.00,2025-10-31,28490,Revel Cider & ibi Wines Soif NV,12,12.00,f,144.00
be651537-4ee5-402a-b0fd-5418a24dbbac,b8adfc3b-95ca-4289-b75f-4471a006e0a6,Agora Beacon LLC,1116.00,2025-10-31,28415,Aizawa Nouen A-danza Frizzante 2023              Partial cs!,12,37.00,f,444.00
c2c15f5f-d466-4d51-b5d7-e6803c1f8907,a6c0bb97-2474-40be-b239-4a2a8dee1137,LAuberge Chez Fran,1103.76,2025-10-31,FRA1001,Pasquiers Plan de Dieu 2022,72,15.33,f,1103.76
cbe1fd4e-9016-4bb6-9d2a-21f2fbcb770b,b8adfc3b-95ca-4289-b75f-4471a006e0a6,Agora Beacon LLC,1116.00,2025-10-31,28488,Revel Cider & ibi Wines Arlo NV,12,14.00,f,168.00
ea25485b-f0f1-4005-be3a-6a0478a6564a,d8ece366-b790-42a5-b91d-f234a9664d29,King,80.01,2025-10-31,29814,Beck Hartweg Gewurztraminer Vendanges            Partial cs!,3,26.67,f,80.01
0e5eb3d4-4010-4846-86ee-5ceb85ad9419,7a813d87-425b-437b-90fd-29f331eab98a,Commonwealth Club,3396.72,2025-10-30,CAL1350,Hendry Cabernet Sauvignon Reserve 2021,12,90.00,f,1080.00
200393b7-48b2-44a9-b1a1-30bebc93f89c,7a813d87-425b-437b-90fd-29f331eab98a,Commonwealth Club,3396.72,2025-10-30,CAL1200,Hendry Block 28 Zinfandel 2021,12,32.00,f,384.00
77d60b07-e4f5-4440-9428-a737dab7729b,7d5fb381-3216-4969-82c4-701d11420433,The Gray Keswick,1558.80,2025-10-30,ITA1098,Giustini Patu Primitivo 2024,120,12.99,f,1558.80
944cc786-acf3-46ab-a911-c25d21046596,7a813d87-425b-437b-90fd-29f331eab98a,Commonwealth Club,3396.72,2025-10-30,CAL1208,Hendry Barrel Fermented Chardonnay 2023,12,29.99,f,359.88
9ffc53fd-4d79-4dd0-8f8a-953212237652,7a813d87-425b-437b-90fd-29f331eab98a,Commonwealth Club,3396.72,2025-10-30,CAL1205,Hendry Cabernet Sauvignon 2019,12,54.50,f,654.00
ad5c408f-5152-4912-80ca-a79279e69759,7a813d87-425b-437b-90fd-29f331eab98a,Commonwealth Club,3396.72,2025-10-30,CAL1204,Hendry Red 2021,12,38.25,f,459.00
c51513e3-c329-4cf5-8ca4-69704511e678,14b6ba3a-9bfc-4e12-8f18-bd55ac3c0de4,Toast Village,1014.00,2025-10-30,CAL1272,Raywood Cabernet Sauvignon Keg 2023  20 l,6,169.00,f,1014.00
ca51bdf1-6146-44ea-86dc-e92b1a3689c4,7a813d87-425b-437b-90fd-29f331eab98a,Commonwealth Club,3396.72,2025-10-30,CAL1198,Hendry HRW Pinot Noir (No Labels) 2023,12,16.99,f,203.88
fb5652ea-6685-4ffd-9dd1-da689fe12c5f,e9ad0440-cfcc-4494-8b43-af700958c704,Terrapin Restaurant,917.19,2025-10-30,VIR1046,Dogwood & Thistle Shenandoah White Blend 2022,43,21.33,f,917.19
fc82ff18-d0e7-424f-91cc-df3e4f6695f1,7a813d87-425b-437b-90fd-29f331eab98a,Commonwealth Club,3396.72,2025-10-30,CAL1207,Hendry Unoaked Chardonnay 2023,12,21.33,f,255.96
03f25c0d-17bc-4bec-bb04-7b5c2a4dc9ea,42247439-7293-403d-b64c-52c8ce9696ac,The Wine Store,1867.50,2025-10-29,28641,Billard Saint-Aubin 1er Cru 'Les Castets' 2023       6pk!,6,73.50,f,441.00
149392ef-7968-4b6e-a7c1-5ab50a3dbee1,42247439-7293-403d-b64c-52c8ce9696ac,The Wine Store,1867.50,2025-10-29,28635,Billard Meursault 2023                               6pk!,6,88.75,f,532.50
35f51b51-944d-4127-89ff-3cd138330197,acbc7d3f-2b7c-432b-b24f-725dd6fa3583,Vinicola Wine Bar,855.72,2025-10-29,SAF1111,Swerwer Red Blend 2023,12,12.99,f,155.88
40b37ab4-0830-4496-94f2-d9a2e99a646e,8bbb1670-6b8b-4e87-bcb4-340492c09562,Bottle Stop Wine Bar & Eatery,2055.12,2025-10-29,SAF1082,"Black Elephant Vintners Two Dogs, A Peacock, & A Horse Sauvignon Blanc 2025",132,6.66,f,879.12
56d82f6d-d116-48ee-bc5a-f93a3dfcdd29,42247439-7293-403d-b64c-52c8ce9696ac,The Wine Store,1867.50,2025-10-29,28639,Billard Volnay 2023                            6pk!,6,66.00,f,396.00
5aef6a54-5af4-4579-920e-225f85c43e14,acbc7d3f-2b7c-432b-b24f-725dd6fa3583,Vinicola Wine Bar,855.72,2025-10-29,SPA1128,Toro Lui Crianza 2020,12,13.33,f,159.96
5f941008-c436-469b-ad63-8ee2ee89fa40,acbc7d3f-2b7c-432b-b24f-725dd6fa3583,Vinicola Wine Bar,855.72,2025-10-29,ITA1095,Giustini Avoglia Primitivo (Damaged Labels) 2022,12,9.66,f,115.92
99d8a02a-9ce5-4332-bc71-bae29b2ea979,42247439-7293-403d-b64c-52c8ce9696ac,The Wine Store,1867.50,2025-10-29,28634,Billard Gevrey-Chambertin 2023                 6pk!,6,83.00,f,498.00
bcd3225b-8284-4110-a1bd-aed73cf4ae1c,8bbb1670-6b8b-4e87-bcb4-340492c09562,Bottle Stop Wine Bar & Eatery,2055.12,2025-10-29,SAF1084,Black Elephant Vintners Three Men in a Tub with a Rubber Duck Blend 2024,168,7.00,f,1176.00
be4845b8-2e29-4d22-b570-82b652dce2d7,acbc7d3f-2b7c-432b-b24f-725dd6fa3583,Vinicola Wine Bar,855.72,2025-10-29,VIR1073,Jump Mountain Livia Red Blend 2019,12,17.33,f,207.96
d2efe7c3-3ca9-4206-bdf7-eae86df802f4,acbc7d3f-2b7c-432b-b24f-725dd6fa3583,Vinicola Wine Bar,855.72,2025-10-29,ITA1038,Collina San Ponzio Barolo 2020,12,18.00,f,216.00
0a405d3f-6436-4fe9-897c-704fa80c1c7a,df829311-12b9-4c83-8a31-9d2ddf4ed442,Cachette LLC,1225.20,2025-10-28,28801,Viognier 2023,12,22.10,f,265.20
38c2a3ea-e0b5-452e-a992-c7d911bf98c9,674f2ae7-246f-4dc9-9111-975f7366d2a3,Marriott Resort Va Beach Oceanfront,1679.88,2025-10-28,UKR1003,Shabo Reserve Telti-Kuruk 2023,36,17.33,f,623.88
71b79cb5-a467-4a22-8e03-64663bd8d0c3,674f2ae7-246f-4dc9-9111-975f7366d2a3,Marriott Resort Va Beach Oceanfront,1679.88,2025-10-28,UKR1008,Shabo Grande Reserve Cabernet - Merlot 2023,12,40.00,f,480.00
7ee55e7d-d943-4e07-9b33-9d53ba278cef,b6d050ad-9464-4712-b661-4180daf90795,Tinto Strawbridge,1343.16,2025-10-28,SPA1328,Broken Slates Priorat 2020,84,15.99,f,1343.16
8b8caf99-cdcf-4106-94d8-a54d3529a391,df829311-12b9-4c83-8a31-9d2ddf4ed442,Cachette LLC,1225.20,2025-10-28,29110,Maurice 2020                           Partial cs!,60,20.00,f,1200.00
96b581e2-9ab2-470f-97ab-9e5edaf1facb,674f2ae7-246f-4dc9-9111-975f7366d2a3,Marriott Resort Va Beach Oceanfront,1679.88,2025-10-28,UKR1011,Shabo Sparkling Primo Secco Brut White NV,48,12.00,f,576.00
987eec42-519e-42cb-bc0d-cc28a8f87005,bbf6330e-4b21-49be-b767-542c5c493cce,Pizzeria Panina,816.00,2025-10-28,29875,Montesissa Emilio Bonissima 2022,48,19.00,f,912.00
d7d03fd3-83eb-440e-97c9-697a4d747b91,028d728b-8138-439c-9eb2-8a249ebb47fb,Dylans Wine Cellar,402.00,2025-10-28,23490,Fletcher Wines Roncaglie Barbaresco 2021             6pk!,6,67.00,f,402.00
0f82647e-f7e1-4fb9-92f5-2bd7d80ca7f2,91ca5825-feab-4fab-8ae6-13e4826e7170,Thirst Wine Merchants,1018.00,2025-10-27,29196,Claudio Plessi Lambruscaun 2022,6,24.00,f,144.00
1f348a9e-ef6a-4589-a5e8-9a83abe28035,91ca5825-feab-4fab-8ae6-13e4826e7170,Thirst Wine Merchants,1018.00,2025-10-27,29247,Cantina Marco Merli CMM Bianco 2024 3 l            1pk!,4,50.00,f,200.00
3d0cd223-5d5f-4518-8348-f8f53d4cf9d1,2b5d9293-c577-4f21-8886-03f39684c2bf,The Four Horsemen,1027.80,2025-10-27,28835,Riptide 2023,21,21.00,f,441.00
3ee5cbb7-58ca-426f-8e53-0d669cea29dd,225afe7b-3924-4ee9-8991-9a539c8eb4c3,Penn Cellars Wine & Spirits,1149.78,2025-10-27,25369,Natte Valleij Darling Cinsault 2023                 6pk!,6,19.99,f,119.94
4a71841c-7736-415d-a098-3c9918693e65,2b5d9293-c577-4f21-8886-03f39684c2bf,The Four Horsemen,1027.80,2025-10-27,29159,Raiz Branco 2023,36,19.00,f,684.00
61f47598-5f91-4098-b21e-0cf08180ff14,225afe7b-3924-4ee9-8991-9a539c8eb4c3,Penn Cellars Wine & Spirits,1149.78,2025-10-27,25934,Rall Red 2022                              Partial cs!,6,26.67,f,160.02
7747b197-8424-48cd-a605-dc7e9330aef8,91ca5825-feab-4fab-8ae6-13e4826e7170,Thirst Wine Merchants,1018.00,2025-10-27,29195,Claudio Plessi Tarbian 2022            Partial cs!,6,24.00,f,144.00
8ec95848-0a3b-4cd5-a76a-91155783fb2b,225afe7b-3924-4ee9-8991-9a539c8eb4c3,Penn Cellars Wine & Spirits,1149.78,2025-10-27,27397,Naude Chenin Blanc 2021                             6pk!,6,32.99,f,197.94
97ac6b34-0dc3-4c1f-a68a-b6da8c543b6b,94d51260-a593-4dc3-a1ff-cde9f7431e6f,The Four Horsemen,1020.00,2025-10-27,29057,Domaine Les Volets Rouges Les Déduits,12,35.00,f,420.00
9aebfb76-2333-4d9b-bf3c-ed9dc5d04db0,225afe7b-3924-4ee9-8991-9a539c8eb4c3,Penn Cellars Wine & Spirits,1149.78,2025-10-27,25917,Papegaai Red 2024,12,14.66,f,175.92
a7bdc3c3-f830-4849-9318-7d9106029be1,225afe7b-3924-4ee9-8991-9a539c8eb4c3,Penn Cellars Wine & Spirits,1149.78,2025-10-27,22310,Saurwein Om Pinot Noir 2022                         6pk!,6,36.00,f,216.00
b2448776-91d0-42a4-8d70-6b1bee4431d6,94d51260-a593-4dc3-a1ff-cde9f7431e6f,The Four Horsemen,1020.00,2025-10-27,29058,Domaine Les Volets Rouges Pépette 2023,24,29.00,f,696.00
cbb2392e-1865-4e81-82f2-727293da4b28,91ca5825-feab-4fab-8ae6-13e4826e7170,Thirst Wine Merchants,1018.00,2025-10-27,29248,Cantina Marco Merli CMM Rosso 2023 3 l             1pk!,4,50.00,f,200.00
dc63a919-c655-4e7f-8cb7-68fc75769580,225afe7b-3924-4ee9-8991-9a539c8eb4c3,Penn Cellars Wine & Spirits,1149.78,2025-10-27,24757,Saurwein Chi Riesling 2024             6pk!,6,19.99,f,119.94
de1e1bd2-8366-4e7b-bd84-c9f64e816af5,91ca5825-feab-4fab-8ae6-13e4826e7170,Thirst Wine Merchants,1018.00,2025-10-27,29194,Claudio Plessi Grapel 2022             Partial cs!,6,23.00,f,138.00
e093632b-0909-4e6f-815f-d2514d6750c1,91ca5825-feab-4fab-8ae6-13e4826e7170,Thirst Wine Merchants,1018.00,2025-10-27,23939,Claudio Plessi Tarbianein 2020                   Partial cs!,6,24.00,f,144.00
f6b0d9ae-ad95-4a5b-9b8a-eaf62771bf3c,225afe7b-3924-4ee9-8991-9a539c8eb4c3,Penn Cellars Wine & Spirits,1149.78,2025-10-27,26241,Rall White 2022                                     6pk!,6,26.67,f,160.02
2143c727-2655-4448-84f1-e23d39d2c894,c63ccd10-eeff-4cf8-a1f1-68ddb00affd5,Alias,713.97,2025-10-24,ORO1033,Libertine Roam Red 2022,12,22.00,f,264.00
27980a8b-f2bc-46da-ba46-9849d4dd57c2,26e5e069-0cff-4a7d-91aa-556268e71b71,Bluebird Wine LLC,2568.00,2025-10-24,30110,La Grange aux Belles Coup de Latte 2024,24,21.00,f,504.00
37f04baf-7926-4ffc-9cf9-a8c3747adbc1,c63ccd10-eeff-4cf8-a1f1-68ddb00affd5,Alias,713.97,2025-10-24,VIR1070,Jump Mountain Gruner Veltliner NV,12,11.33,f,135.96
3d195a5d-c73e-4b1b-8c20-b8a89c96e92a,d88f72c0-20e7-45c1-b6ab-2d2ac2292cd7,The Wine Cellarage,480.00,2025-10-24,26242,Rall Ava Syrah 2022                    6pk!,12,40.00,f,480.00
4a86b068-e603-4810-92e6-e6134ae46723,26e5e069-0cff-4a7d-91aa-556268e71b71,Bluebird Wine LLC,2568.00,2025-10-24,30109,La Grange aux Belles Coup de Boule 2024,24,21.00,f,504.00
81268aff-5291-4bc4-9448-41b2e1c611aa,26e5e069-0cff-4a7d-91aa-556268e71b71,Bluebird Wine LLC,2568.00,2025-10-24,30100,La Grange aux Belles La Chaussée Rouge,48,16.00,f,768.00
906f0903-f39e-4619-932e-02c9f23f92ce,c63ccd10-eeff-4cf8-a1f1-68ddb00affd5,Alias,713.97,2025-10-24,ITA1100,Mate Brunello di Montalcino 2019,3,56.67,f,170.01
c0dd2008-b84e-4ad1-b6d5-96ba974d630a,26e5e069-0cff-4a7d-91aa-556268e71b71,Bluebird Wine LLC,2568.00,2025-10-24,30108,La Grange aux Belles Souveraines 2024        Partial cs!,24,21.00,f,504.00
cc44588a-e9e9-490d-9a83-fb948283b480,c48966fd-6548-4762-bff8-993e9d31dc5f,SML Fine Wines,480.00,2025-10-24,SAF1083,Black Elephant Vintners Cap Classique Brut,30,16.00,f,480.00
cdf277b4-4d39-4b43-bdc2-4139df5c1732,0143c2a7-58bf-498c-b522-74a2734cb085,Polo Bar Ralph Lauren,3440.40,2025-10-24,13103,Champagne Agrapart Terroirs Blanc de Blancs,60,74.50,f,4470.00
d39a5c3d-af83-4125-842a-9f4284cdcc6f,accc36ec-74d5-4f35-9a10-984fd4f88efe,Ashburn Wine Shop,2719.80,2025-10-24,CAL1175,Saddleback Rancher Red 2019,120,19.33,f,2319.60
ea347730-d21b-4d65-b87a-1961b7c4b179,accc36ec-74d5-4f35-9a10-984fd4f88efe,Ashburn Wine Shop,2719.80,2025-10-24,CAL1238,Raywood Sauvignon Blanc 2024,60,6.67,f,400.20
eaeddd44-7485-419e-a21f-fd35d751924b,26e5e069-0cff-4a7d-91aa-556268e71b71,Bluebird Wine LLC,2568.00,2025-10-24,30105,La Grange aux Belles Les Moyens du Bord,24,18.00,f,432.00
ff90837c-f5bc-43a2-9a2e-d457e9a072a1,c63ccd10-eeff-4cf8-a1f1-68ddb00affd5,Alias,713.97,2025-10-24,AUS1045,Sailor Seeks Horse Pinot Noir 2022,3,48.00,f,144.00
05ece792-4d1d-43c4-9130-7fa8721a87fe,35a28d5c-4aec-4f73-b0c0-c0858145a031,Alley Light,533.44,2025-10-23,FRA1101,Domaine de la Denante Saint Veran 2023,32,16.67,f,533.44
0b61a513-9400-430f-abb0-d5f4b94798bc,1a14b045-02f1-4205-a91e-53e335ec99b9,Metta Platamata LLC,1140.00,2025-10-23,29919,Julie & Toby Bainbridge Crush KEG NV 20 l           1pk!,6,190.00,f,1140.00
2b8a64b0-eece-40a0-a33e-e7c4bf4f7d91,4a6a7708-0cea-425d-8dab-3754f4c1b123,Purveyors on Main,584.04,2025-10-23,SAF1099,Boplaas The Fledge & Co. Souzao 2024,24,11.00,f,264.00
2e94a797-d90c-421b-8c13-de6551c91728,c8d7f6b3-a2cc-4587-9709-d85b06e1805e,Goldman Sachs / Aramark,9082.80,2025-10-23,23342,Domaine Maurice Charleux et Fils Maranges        Partial cs!,72,31.33,f,2255.76
