id,tenantId,externalId,name,accountNumber,billingEmail,phone,street1,street2,city,state,postalCode,country,paymentTerms,orderingPaceDays,establishedRevenue,createdAt,updatedAt,averageOrderIntervalDays,closedReason,dormancySince,isPermanentlyClosed,lastOrderDate,nextExpectedOrderDate,reactivatedDate,riskStatus,salesRepId
bbcc0145-980b-4978-accc-088f6666d170,58b8126a-2d2f-4f55-bc98-5b6784800bed,Barrell and Bushel,Barrell and Bushel,,,703-848-6340,,,,,,United States,Net 30,,,2025-10-18 14:17:00.178,2025-10-19 13:54:26.331,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
cbc94af7-4ad6-411e-b7e2-dbf72ca3747d,58b8126a-2d2f-4f55-bc98-5b6784800bed,Euro Market Cafe,Euro Market Cafe,,,(703) 351-7700,2201 Wilson Blvd,,Arlington,VA,22201,United States,Net 30,,,2025-10-18 14:22:18.757,2025-10-19 13:54:59.286,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
e598bd09-de84-4101-9492-8f8f76192234,58b8126a-2d2f-4f55-bc98-5b6784800bed,818 Market,818 Market,,,3014817544,818 Frederick Road,,Catonsville,MD,21228,United States,Net 30,,,2025-10-18 14:15:47.421,2025-10-19 13:55:52.927,,,,f,,,,HEALTHY,ece838ee-03c8-433c-925b-d48907c675a6
e8aa2308-1da1-4183-a977-379c55fd98fd,58b8126a-2d2f-4f55-bc98-5b6784800bed,A Litteri,A Litteri,,,202-544-0183,517 Morse Street N.E.,,Washington DC,DC,20002,United States,Net 30,,,2025-10-18 14:15:49.094,2025-10-19 13:55:58.167,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
ead6ea9a-6185-42e2-a081-ffc5c7fa445c,58b8126a-2d2f-4f55-bc98-5b6784800bed,Aberdeen Barn,Aberdeen Barn,,,,1601 Richmond Rd,,Williamsburg,VA,23185,United States,Net 30,,,2025-10-18 14:15:57.42,2025-10-19 13:56:01.529,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
eaeb5bfb-4e33-4c19-881f-37e41825f87d,58b8126a-2d2f-4f55-bc98-5b6784800bed,AAFES Ft. Mcnair,AAFES Ft. Mcnair,,,202-554-7064,103 3rd Ave.,Building 43,Washington,DC,20319,United States,Net 30,,,2025-10-18 14:15:52.807,2025-10-19 13:56:02.051,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
f5910f44-8007-4f75-ae7b-ea54650d1df2,58b8126a-2d2f-4f55-bc98-5b6784800bed,AB Liquors,AB Liquors,,,,1799 Columbia Rd NW,,Washington,DC,20009,United States,Net 30,,,2025-10-18 14:15:56.665,2025-10-19 13:56:23.554,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
f8f1bb1b-2d23-4a97-b3fe-3229d3de5912,58b8126a-2d2f-4f55-bc98-5b6784800bed,060704,A-1 Wine & Liquor,060704,,5713404722,1420 K St NW,,Washington,,20005,United States,Net 30,,,2025-10-18 14:15:50.068,2025-10-19 13:56:31.197,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
05dac00d-b083-47e0-9e6c-54f49c58f1eb,58b8126a-2d2f-4f55-bc98-5b6784800bed,Acqua Al,Acqua Al,,,,,,,,,United States,Net 30,,,2025-10-18 14:16:01.274,2025-10-19 13:48:11.727,,,,f,,,,HEALTHY,73986a15-7951-4f80-b3e4-e7b79049e326
0a44e8f0-040a-4876-95c5-bedf06d2538c,58b8126a-2d2f-4f55-bc98-5b6784800bed,014553,Ace Beverage,014553,,,3301 New Mexico Avenue NW,,Washington,DC,20016,United States,Net 30,,,2025-10-18 14:16:00.696,2025-10-19 13:48:19.742,,,,f,,,,HEALTHY,7375f0ad-769f-49ee-90da-757a9bf069ef
