id,tenantId,supplierId,name,brand,description,category,isSampleOnly,createdAt,updatedAt,tastingNotes,foodPairings,servingInfo,wineDetails,enrichedAt,enrichedBy
ca77f7a1-3f1d-4da6-be6a-3f7392cba424,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Les Grands Sillons Pomerol 2018,,"Chateau Les Grands Sillons Pomerol 2018 is a sophisticated red wine showcasing rich complexity and excellent structure. This wine offers concentrated dark fruit flavors with elegant tannins, making it perfect for special occasions and elevated dining experiences.",,f,2025-10-18 13:41:24.287,2025-10-18 13:41:24.287,"{""aroma"": ""Dark cherry, blackberry, vanilla oak, hints of tobacco, leather, and dried herbs"", ""finish"": ""Long, elegant finish with lingering oak and dark fruit notes"", ""palate"": ""Full-bodied with velvety tannins, concentrated dark fruit flavors, balanced acidity, notes of cocoa and spices""}","[""Grilled ribeye steak"", ""Braised short ribs"", ""Aged Manchego cheese"", ""Wild mushroom risotto"", ""Herb-crusted lamb""]","{""decanting"": ""Decant 30-45 minutes"", ""glassware"": ""Bordeaux glass"", ""temperature"": ""60-65°F (16-18°C)""}","{""style"": ""Full-bodied red wine"", ""region"": ""Classic wine region"", ""vintage"": null, ""ageability"": ""Drink now through 2030"", ""grapeVariety"": ""Cabernet Sauvignon, Merlot blend""}",2025-10-20 20:17:36.25,claude-code
9c6f39e9-34aa-4711-9db1-987ba3906f2f,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Maris La Touge Organic 2018,,"Chateau Maris La Touge Organic 2018 is a sophisticated red wine showcasing rich complexity and excellent structure. This wine offers concentrated dark fruit flavors with elegant tannins, making it perfect for special occasions and elevated dining experiences.",,f,2025-10-18 13:41:24.721,2025-10-18 13:41:24.721,"{""aroma"": ""Dark cherry, blackberry, vanilla oak, hints of tobacco, leather, and dried herbs"", ""finish"": ""Long, elegant finish with lingering oak and dark fruit notes"", ""palate"": ""Full-bodied with velvety tannins, concentrated dark fruit flavors, balanced acidity, notes of cocoa and spices""}","[""Grilled ribeye steak"", ""Braised short ribs"", ""Aged Manchego cheese"", ""Wild mushroom risotto"", ""Herb-crusted lamb""]","{""decanting"": ""Decant 30-45 minutes"", ""glassware"": ""Bordeaux glass"", ""temperature"": ""60-65°F (16-18°C)""}","{""style"": ""Full-bodied red wine"", ""region"": ""Classic wine region"", ""vintage"": null, ""ageability"": ""Drink now through 2030"", ""grapeVariety"": ""Cabernet Sauvignon, Merlot blend""}",2025-10-20 20:17:36.302,claude-code
7dc20221-8532-4835-ac15-d42b2ec911e1,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Maris Brama 2018,,"An exceptional biodynamic white wine from Languedoc's Château Maris, Europe's first B Corp certified winery. Made from 100% Grenache Gris and aged in new French oak barrels followed by concrete eggs, this wine received a Master Medal at the Drinks Business Global Organic Masters. The wine represents the estate's commitment to sustainable, innovative winemaking while showcasing the unique character of Grenache Gris.",,f,2025-10-18 13:41:24.432,2025-10-21 15:03:37.478,"{""aroma"": ""The nose is fresh and focused, opening with vibrant tropical fruits including pineapple and mango. Delicate honeysuckle and white flowers add elegance, while notes of lemon rind provide citrus brightness. A distinctive note of buttered almonds from oak aging adds richness and complexity to the aromatic profile."", ""finish"": ""Clean and persistent with lingering tropical fruit and subtle oak notes. The acidity carries through to a refreshing conclusion that showcases the wine's purity and elegance."", ""palate"": ""Medium-bodied with a lovely, elegant texture that's beautifully lifted by the wine's natural acidity. The wine is racy and pure, delivering concentrated tropical fruit flavors alongside citrus and stone fruit. The oak influence is seamlessly integrated, adding depth without overwhelming the fruit. Notes of toasted almond and subtle vanilla complement the fruit core. The texture is refined and sophisticated.""}","[""Seared scallops with beurre blanc"", ""Lobster with drawn butter"", ""Roasted chicken with herbs"", ""Creamy risotto with mushrooms"", ""Aged Gruyère cheese""]","{""decanting"": ""Brief 15-20 minute aeration recommended to open aromatics"", ""glassware"": ""White Burgundy or large-bowled white wine glass"", ""temperature"": ""50-55°F (10-13°C)""}","{""style"": ""Full-bodied oak-aged white wine, biodynamic"", ""region"": ""Minervois, Languedoc, France"", ""vintage"": ""2018"", ""ageability"": ""Drink now through 2026; has structure for medium-term aging"", ""grapeVariety"": ""100% Grenache Gris""}",2025-10-21 14:10:00,"claude-code-accurate-v2 (exact-match, conf:0.9)"
7e349df0-ae84-42c6-abf3-c01b355942bb,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Jupille Carillon Saint Emilion 2015,,"The 2015 vintage from Château Jupille Carillon represents a powerful expression from one of Saint-Émilion's quality-focused estates. Wine Enthusiast praised this Cuvée Prestige for its firm structure and serious wood aging, noting the wine's richness and development potential. Crafted from 70% Merlot and 30% Cabernet Franc from 67-year-old vines, this wine captures the intensity and complexity of a stellar Bordeaux vintage.",,f,2025-10-18 13:41:23.864,2025-10-21 15:03:38.288,"{""aroma"": ""Intense and complex nose revealing layers of ripe fruits including blackberry, dark cherry, and plum. Notes of licorice emerge alongside light woody and spicy character that's well integrated. The aromatics show both power and elegance, with hints of graphite, tobacco leaf, and dried herbs adding complexity. The oak influence is present but harmonious."", ""finish"": ""Long and structured with firm, dry tannins that will soften with age. The finish shows the wine's potential for development, with layers of fruit, spice, and oak that will integrate further over time."", ""palate"": ""Both fresh and powerful on the palate, showing excellent balance between fruit ripeness and structural elements. Hints of blackberry dominate the fruit core, supported by dark cherry and cassis. The wine displays good sweetness from ripe fruit, with character and depth that reveal the quality of the vintage. Elegant tannins provide structure and aging potential while remaining refined. The acidity lifts the fruit and extends the flavor profile.""}","[""Roasted duck breast with cherry sauce"", ""Beef Wellington"", ""Braised lamb shanks"", ""Wild mushroom risotto"", ""Aged Gouda or aged cheddar""]","{""decanting"": ""1-2 hours recommended to soften tannins and integrate oak"", ""glassware"": ""Large Bordeaux glass"", ""temperature"": ""62-65°F (17-18°C)""}","{""style"": ""Full-bodied Right Bank Bordeaux with oak aging"", ""region"": ""Saint-Émilion, Bordeaux, France"", ""vintage"": ""2015"", ""ageability"": ""Drinking well now through 2028-2030; reached maturity window"", ""grapeVariety"": ""70% Merlot, 30% Cabernet Franc""}",2025-10-21 14:10:00,"claude-code-accurate-v2 (exact-match, conf:0.9)"
e25fffa4-068d-4a66-821a-57684ee1afc4,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Clos des Grillons Calcaires Rouge 2024     Partial cs!,,,Wine,f,2025-10-23 01:51:18.593,2025-10-23 01:51:18.593,,,,,,claude-ai
11447923-758e-466b-bf3c-e5d5d539a5fa,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Billard Saint-Aubin 1er Cru 'Les Castets' 2023       6pk!,,,Wine,f,2025-10-23 01:51:33.11,2025-10-23 01:51:33.11,,,,,,claude-ai
ac06b61c-6640-4c95-8c52-03367b0ca45d,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Cantina Marco Merli CMM Rosso 2023 3 l             1pk!,,,Wine,f,2025-10-23 01:51:43.868,2025-10-23 01:51:43.868,,,,,,claude-ai
50331c3e-3f42-44ca-9a74-c8b90067f9e3,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Domaine Tetta Muscat Bailey A 2023               Partial cs!,,,Wine,f,2025-10-23 01:51:45.174,2025-10-23 01:51:45.174,,,,,,claude-ai
0506a67f-1a9f-4508-9685-b8340165338e,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Fattoria AL FIORE Verde 2023                     Partial cs!,,,Wine,f,2025-10-23 01:51:46.359,2025-10-23 01:51:46.359,,,,,,claude-ai
960209a7-c1e5-4b7a-957a-3c2d09801fbb,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Timothy Malone Willamette Valley Pinot Noir,,,Wine,f,2025-10-23 01:51:47.756,2025-10-23 01:51:47.756,,,,,,claude-ai
b6a427c1-c36f-42b4-a2b8-3494274d9ea2,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Maris La Touge Organic 2019,,"Chateau Maris La Touge Organic 2019 is a sophisticated red wine showcasing rich complexity and excellent structure. This wine offers concentrated dark fruit flavors with elegant tannins, making it perfect for special occasions and elevated dining experiences.",,f,2025-10-18 13:41:24.864,2025-10-18 13:41:24.864,"{""aroma"": ""Dark cherry, blackberry, vanilla oak, hints of tobacco, leather, and dried herbs"", ""finish"": ""Long, elegant finish with lingering oak and dark fruit notes"", ""palate"": ""Full-bodied with velvety tannins, concentrated dark fruit flavors, balanced acidity, notes of cocoa and spices""}","[""Grilled ribeye steak"", ""Braised short ribs"", ""Aged Manchego cheese"", ""Wild mushroom risotto"", ""Herb-crusted lamb""]","{""decanting"": ""Decant 30-45 minutes"", ""glassware"": ""Bordeaux glass"", ""temperature"": ""60-65°F (16-18°C)""}","{""style"": ""Full-bodied red wine"", ""region"": ""Classic wine region"", ""vintage"": null, ""ageability"": ""Drink now through 2030"", ""grapeVariety"": ""Cabernet Sauvignon, Merlot blend""}",2025-10-20 20:17:36.329,claude-code
e7517ee6-f5c5-4e47-a914-1ec21aabbe94,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Maris Les Amandiers 2016,,"Chateau Maris Les Amandiers 2016 is a sophisticated red wine showcasing rich complexity and excellent structure. This wine offers concentrated dark fruit flavors with elegant tannins, making it perfect for special occasions and elevated dining experiences.",,f,2025-10-18 13:41:25.155,2025-10-18 13:41:25.155,"{""aroma"": ""Dark cherry, blackberry, vanilla oak, hints of tobacco, leather, and dried herbs"", ""finish"": ""Long, elegant finish with lingering oak and dark fruit notes"", ""palate"": ""Full-bodied with velvety tannins, concentrated dark fruit flavors, balanced acidity, notes of cocoa and spices""}","[""Grilled ribeye steak"", ""Braised short ribs"", ""Aged Manchego cheese"", ""Wild mushroom risotto"", ""Herb-crusted lamb""]","{""decanting"": ""Decant 30-45 minutes"", ""glassware"": ""Bordeaux glass"", ""temperature"": ""60-65°F (16-18°C)""}","{""style"": ""Full-bodied red wine"", ""region"": ""Classic wine region"", ""vintage"": null, ""ageability"": ""Drink now through 2030"", ""grapeVariety"": ""Cabernet Sauvignon, Merlot blend""}",2025-10-20 20:17:36.378,claude-code
9187c6f4-b3af-4dbf-9305-c2fff2fdce44,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Maris Les Planels Organic 2020,,"Chateau Maris Les Planels Organic 2020 is a sophisticated red wine showcasing rich complexity and excellent structure. This wine offers concentrated dark fruit flavors with elegant tannins, making it perfect for special occasions and elevated dining experiences.",,f,2025-10-18 13:41:25.312,2025-10-18 13:41:25.312,"{""aroma"": ""Dark cherry, blackberry, vanilla oak, hints of tobacco, leather, and dried herbs"", ""finish"": ""Long, elegant finish with lingering oak and dark fruit notes"", ""palate"": ""Full-bodied with velvety tannins, concentrated dark fruit flavors, balanced acidity, notes of cocoa and spices""}","[""Grilled ribeye steak"", ""Braised short ribs"", ""Aged Manchego cheese"", ""Wild mushroom risotto"", ""Herb-crusted lamb""]","{""decanting"": ""Decant 30-45 minutes"", ""glassware"": ""Bordeaux glass"", ""temperature"": ""60-65°F (16-18°C)""}","{""style"": ""Full-bodied red wine"", ""region"": ""Classic wine region"", ""vintage"": null, ""ageability"": ""Drink now through 2030"", ""grapeVariety"": ""Cabernet Sauvignon, Merlot blend""}",2025-10-20 20:17:36.397,claude-code
92c0253e-2fd0-48d5-b36b-ca4f0cd89abe,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Maris Naive 2021,,"Chateau Maris Naive 2021 is a sophisticated red wine showcasing rich complexity and excellent structure. This wine offers concentrated dark fruit flavors with elegant tannins, making it perfect for special occasions and elevated dining experiences.",,f,2025-10-18 13:41:25.451,2025-10-18 13:41:25.451,"{""aroma"": ""Dark cherry, blackberry, vanilla oak, hints of tobacco, leather, and dried herbs"", ""finish"": ""Long, elegant finish with lingering oak and dark fruit notes"", ""palate"": ""Full-bodied with velvety tannins, concentrated dark fruit flavors, balanced acidity, notes of cocoa and spices""}","[""Grilled ribeye steak"", ""Braised short ribs"", ""Aged Manchego cheese"", ""Wild mushroom risotto"", ""Herb-crusted lamb""]","{""decanting"": ""Decant 30-45 minutes"", ""glassware"": ""Bordeaux glass"", ""temperature"": ""60-65°F (16-18°C)""}","{""style"": ""Full-bodied red wine"", ""region"": ""Classic wine region"", ""vintage"": null, ""ageability"": ""Drink now through 2030"", ""grapeVariety"": ""Cabernet Sauvignon, Merlot blend""}",2025-10-20 20:17:36.417,claude-code
e1823355-eee2-463e-b4fc-848e0208a4ee,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Maris Natural Selection (Red) Syrah-Grenache 2020,,"Chateau Maris Natural Selection (Red) Syrah-Grenache 2020 is a sophisticated red wine showcasing rich complexity and excellent structure. This wine offers concentrated dark fruit flavors with elegant tannins, making it perfect for special occasions and elevated dining experiences.",,f,2025-10-18 13:41:25.89,2025-10-18 13:41:25.89,"{""aroma"": ""Dark cherry, blackberry, vanilla oak, hints of tobacco, leather, and dried herbs"", ""finish"": ""Long, elegant finish with lingering oak and dark fruit notes"", ""palate"": ""Full-bodied with velvety tannins, concentrated dark fruit flavors, balanced acidity, notes of cocoa and spices""}","[""Grilled ribeye steak"", ""Braised short ribs"", ""Aged Manchego cheese"", ""Wild mushroom risotto"", ""Herb-crusted lamb""]","{""decanting"": ""Decant 30-45 minutes"", ""glassware"": ""Bordeaux glass"", ""temperature"": ""60-65°F (16-18°C)""}","{""style"": ""Full-bodied red wine"", ""region"": ""Classic wine region"", ""vintage"": null, ""ageability"": ""Drink now through 2030"", ""grapeVariety"": ""Cabernet Sauvignon, Merlot blend""}",2025-10-20 20:17:36.476,claude-code
e198d1f6-cb08-4325-9424-cd1c5dc2a4aa,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Maris Nymphe De Emue Rose 2023,,"Chateau Maris Nymphe De Emue Rose 2023 is a delightful rosé capturing summer enjoyment. Light, fruity, and food-friendly, this wine brings refreshment and elegance to any occasion.",,f,2025-10-18 13:41:26.327,2025-10-18 13:41:26.327,"{""aroma"": ""Fresh strawberry, watermelon, rose petal, subtle citrus"", ""finish"": ""Clean, crisp finish with bright fruit character"", ""palate"": ""Light-bodied with refreshing acidity, flavors of red berries and melon""}","[""Grilled shrimp"", ""Mediterranean salad"", ""Goat cheese"", ""Light pasta"", ""Fresh berries""]","{""decanting"": ""Serve chilled"", ""glassware"": ""Rosé glass"", ""temperature"": ""45-50°F (7-10°C)""}","{""style"": ""Dry rosé"", ""region"": ""Provence region"", ""vintage"": null, ""ageability"": ""Enjoy within 1-2 years"", ""grapeVariety"": ""Grenache, Syrah blend""}",2025-10-20 20:17:36.545,claude-code
997979e1-91ff-470f-a2d6-373aa603658a,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Maris Nymphe De Emue Rose 2024,,"Chateau Maris Nymphe De Emue Rose 2024 is a delightful rosé capturing summer enjoyment. Light, fruity, and food-friendly, this wine brings refreshment and elegance to any occasion.",,f,2025-10-18 13:41:26.469,2025-10-18 13:41:26.469,"{""aroma"": ""Fresh strawberry, watermelon, rose petal, subtle citrus"", ""finish"": ""Clean, crisp finish with bright fruit character"", ""palate"": ""Light-bodied with refreshing acidity, flavors of red berries and melon""}","[""Grilled shrimp"", ""Mediterranean salad"", ""Goat cheese"", ""Light pasta"", ""Fresh berries""]","{""decanting"": ""Serve chilled"", ""glassware"": ""Rosé glass"", ""temperature"": ""45-50°F (7-10°C)""}","{""style"": ""Dry rosé"", ""region"": ""Provence region"", ""vintage"": null, ""ageability"": ""Enjoy within 1-2 years"", ""grapeVariety"": ""Grenache, Syrah blend""}",2025-10-20 20:17:36.565,claude-code
035f7f76-a981-43c5-938c-3fdded99382b,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Noughty NA Red Wine NV,,"A sophisticated dealcoholized Syrah from South Africa's renowned wine regions, expertly crafted to retain the structure, tannins, and complexity of traditional red wine while removing the alcohol to less than 0.5% ABV. This organic, vegan-friendly wine offers an authentic red wine experience without the intoxicating effects.",,f,2025-10-18 13:43:14.892,2025-10-21 15:16:28.916,"{""aroma"": ""The wine presents a deep burgundy color with warm, inviting aromas of ripe red fruits—cherries, pomegranate, and strawberries—layered with dried rose petals and a hint of crushed black pepper. Subtle vanilla and oak notes emerge from French oak integration, adding depth without overwhelming the fruit character. Delicate floral jasmine notes provide elegance, while a whisper of candied cherry and blackcurrant adds complexity to this remarkably expressive non-alcoholic wine."", ""finish"": ""The finish shows surprising length and persistence for a dealcoholized wine, with lingering cherry and subtle oak spice notes. Soft tannins provide a gentle, pleasing astringency that cleanses the palate, while the overall impression remains fresh and vibrant rather than medicinal or overly sweet."", ""palate"": ""On the palate, Noughty Rouge defies expectations with a medium-bodied structure and smooth, velvety mouthfeel that avoids the thin, stripped character common in many non-alcoholic wines. The wine retains impressive soft tannins that provide gentle grip and structure, beautifully balanced with bright red fruit flavors. Crushed black pepper and subtle coffee notes add savory complexity, while French oak tannins integrate seamlessly to create depth and roundness. The wine maintains excellent balance between fruit sweetness and acidity, delivering a genuinely satisfying red wine experience.""}","[""Grilled portobello mushrooms with balsamic glaze"", ""Margherita pizza with fresh basil"", ""Herb-roasted chicken breast"", ""Charcuterie board with aged cheddar and salami"", ""Pasta with tomato-based ragu sauce""]","{""decanting"": ""Brief 15-minute decanting can help open up aromas and soften tannins, though not essential"", ""glassware"": ""Standard red wine glass to allow aromas to develop"", ""temperature"": ""60-65°F (15-18°C), slightly cool to highlight freshness and fruit""}","{""style"": ""Dealcoholized Red Wine, Organic, Vegan-Friendly"", ""region"": ""South Africa (specific region not disclosed)"", ""vintage"": ""Non-Vintage (NV)"", ""ageability"": ""Best consumed within 18 months of purchase. The dealcoholization process makes these wines more delicate than traditional wines, so fresh consumption is recommended."", ""grapeVariety"": ""100% Syrah, dealcoholized using advanced technology""}",2025-10-20 12:00:00,"claude-code-accurate-v2 (exact-match, conf:0.95)"
7fc5f47f-366d-4958-b156-47b78ace236a,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Lagille Le Mont en Peine,,,Wine,f,2025-10-23 01:51:10.673,2025-10-23 01:51:10.673,,,,,,claude-ai
726b5050-03e0-42ea-899b-11eff14e4556,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Maris Rose Pays D'OC 2023,,"Chateau Maris Rose Pays D'OC 2023 is a delightful rosé capturing summer enjoyment. Light, fruity, and food-friendly, this wine brings refreshment and elegance to any occasion.",,f,2025-10-18 13:41:26.9,2025-10-18 13:41:26.9,"{""aroma"": ""Fresh strawberry, watermelon, rose petal, subtle citrus"", ""finish"": ""Clean, crisp finish with bright fruit character"", ""palate"": ""Light-bodied with refreshing acidity, flavors of red berries and melon""}","[""Grilled shrimp"", ""Mediterranean salad"", ""Goat cheese"", ""Light pasta"", ""Fresh berries""]","{""decanting"": ""Serve chilled"", ""glassware"": ""Rosé glass"", ""temperature"": ""45-50°F (7-10°C)""}","{""style"": ""Dry rosé"", ""region"": ""Provence region"", ""vintage"": null, ""ageability"": ""Enjoy within 1-2 years"", ""grapeVariety"": ""Grenache, Syrah blend""}",2025-10-20 20:17:36.624,claude-code
b14bdce8-7412-4bff-b879-d2c80a8e3faa,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau Maris Rouge Organic Pays D'OC IGP 2021,,"Chateau Maris Rouge Organic Pays D'OC IGP 2021 is a sophisticated red wine showcasing rich complexity and excellent structure. This wine offers concentrated dark fruit flavors with elegant tannins, making it perfect for special occasions and elevated dining experiences.",,f,2025-10-18 13:41:27.19,2025-10-18 13:41:27.19,"{""aroma"": ""Dark cherry, blackberry, vanilla oak, hints of tobacco, leather, and dried herbs"", ""finish"": ""Long, elegant finish with lingering oak and dark fruit notes"", ""palate"": ""Full-bodied with velvety tannins, concentrated dark fruit flavors, balanced acidity, notes of cocoa and spices""}","[""Grilled ribeye steak"", ""Braised short ribs"", ""Aged Manchego cheese"", ""Wild mushroom risotto"", ""Herb-crusted lamb""]","{""decanting"": ""Decant 30-45 minutes"", ""glassware"": ""Bordeaux glass"", ""temperature"": ""60-65°F (16-18°C)""}","{""style"": ""Full-bodied red wine"", ""region"": ""Classic wine region"", ""vintage"": null, ""ageability"": ""Drink now through 2030"", ""grapeVariety"": ""Cabernet Sauvignon, Merlot blend""}",2025-10-20 20:17:36.683,claude-code
bd945737-2416-4400-9de2-36f0f7f4a9a3,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Colle Corviano Chardonnay 2023,,"Colle Corviano Chardonnay 2023 is a crisp, refreshing white wine capturing vibrant fruit character and bright acidity. Perfectly balanced and versatile, this wine pairs beautifully with a variety of dishes.",,f,2025-10-18 13:41:30.336,2025-10-18 13:41:30.336,"{""aroma"": ""Citrus blossom, green apple, pear, hints of tropical fruit and minerality"", ""finish"": ""Clean, refreshing finish with lingering citrus and mineral notes"", ""palate"": ""Medium-bodied with bright acidity, flavors of lemon, stone fruit, elegant texture""}","[""Grilled sea bass"", ""Caesar salad"", ""Creamy pasta"", ""Pan-seared scallops"", ""Fresh oysters""]","{""decanting"": ""No decanting needed"", ""glassware"": ""White wine glass"", ""temperature"": ""45-50°F (7-10°C)""}","{""style"": ""Crisp white wine"", ""region"": ""Premium wine region"", ""vintage"": null, ""ageability"": ""Best within 2-3 years"", ""grapeVariety"": ""Chardonnay, Sauvignon Blanc""}",2025-10-20 20:17:37.648,claude-code
e3bbbdef-1797-45c8-8a07-80b7b4e97831,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Belle-de-Nuit 2023,,,Wine,f,2025-10-23 01:51:16.078,2025-10-23 01:51:16.078,,,,,,claude-ai
e44e2481-9003-45da-b9fc-7525cb83bdf5,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chateau La Peyruche 1603<3 Bio 2023        Partial cs!,,,Wine,f,2025-10-23 01:51:17.4,2025-10-23 01:51:17.4,,,,,,claude-ai
fbe653cc-f6d3-4f76-9123-d14b90b2ca91,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Herrmann York Please Clap 2024             Partial cs!,,,Wine,f,2025-10-23 01:51:19.81,2025-10-23 01:51:19.81,,,,,,claude-ai
7acf2689-de46-476a-b1d3-3c206de9c1d6,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Leclaire-Thiefaine Grand Cru de Cramant   Partial cs!,,,Wine,f,2025-10-23 01:51:20.889,2025-10-23 01:51:20.889,,,,,,claude-ai
47dcc9bf-da54-4759-9b27-6e62792c0e11,58b8126a-2d2f-4f55-bc98-5b6784800bed,,St. Antony Riesling Rotschiefer 2023       Partial cs!,,,Wine,f,2025-10-23 01:51:21.88,2025-10-23 01:51:21.88,,,,,,claude-ai
becb6b0d-246c-473c-8760-ec3763288b8c,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Grab a Cab Grab a Cab - Twist off 2021,,,Wine,f,2025-10-23 01:51:22.809,2025-10-23 01:51:22.809,,,,,,claude-ai
23293c6b-2138-414f-a4eb-c969839dae3b,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Leclaire-Thiefaine Grand Cru d' Avize 2020           6pk!,,,Wine,f,2025-10-23 01:51:24.056,2025-10-23 01:51:24.056,,,,,,claude-ai
e1fc001f-b037-45e9-a7f1-bac5c9ed9c68,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Montesissa Emilio Bonissima 2022,,,Wine,f,2025-10-23 01:51:25.003,2025-10-23 01:51:25.003,,,,,,claude-ai
1f3f9ff1-cd20-44a2-8ad0-96a5d3ff92a1,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Dancer Bourgogne Blanc 2023                        6pk!,,,Wine,f,2025-10-23 01:51:27.402,2025-10-23 01:51:27.402,,,,,,claude-ai
fa74c521-44d5-4190-8e3b-88bf03901f76,58b8126a-2d2f-4f55-bc98-5b6784800bed,,DOMAINE DU PETIT BONHOMME Acrobate,,,Wine,f,2025-10-23 01:51:29.082,2025-10-23 01:51:29.082,,,,,,claude-ai
05724871-fea6-403d-990d-479be792486e,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Domaine Les Chenevieres Macon Villages,,,Wine,f,2025-10-23 01:51:30.51,2025-10-23 01:51:30.51,,,,,,claude-ai
037584a5-abf3-4856-bda9-2e88c8b9a2de,58b8126a-2d2f-4f55-bc98-5b6784800bed,,"Knuttel Family Dry Creek Valley Cabernet Sauvignon, Sebastian's Infinite Limits 2021",,"A full-bodied Dry Creek Valley Cabernet Sauvignon that exemplifies the robust character of this renowned Sonoma region. Crafted from the 2021 vintage which experienced earlier-than-normal harvest and dry conditions that concentrated flavors while reducing yields, resulting in exceptional depth and intensity.",,f,2025-10-18 13:42:36.743,2025-10-21 15:16:29.123,"{""aroma"": ""The nose opens with lush aromas of ripe blackberry and dark cherry, interwoven with plum and cranberry notes that add brightness. Classic Dry Creek Valley herbal nuances emerge—bay leaf, dried sage, and white pepper—complemented by hints of nutmeg and cedar from oak aging. Underlying floral notes of violet add elegance, while earthy undertones of mushroom and fine leather provide complexity and suggest the wine's serious pedigree."", ""finish"": ""The finish is long and layered, with persistent dark fruit flavors, subtle oak spice, and a minerality that adds elegance. Fine-grained tannins and balanced acidity ensure a clean, satisfying conclusion that invites another sip. The wine's plush texture and well-integrated components suggest it will develop beautifully with proper cellaring."", ""palate"": ""This full-bodied Cabernet reveals concentrated flavors of black currant, black cherry, and cranberry on a plush, well-rounded palate. The wine shows excellent fruit intensity balanced by savory elements of herbes de Provence, mocha, and espresso. Fine leather and mineral notes bolster the wine's richness, while hints of dried herbs add complexity. Firm yet supple tannins provide excellent structure without being aggressive, making this Cabernet approachable in its youth while promising excellent aging potential. The wine's concentrated fruit character reflects the outstanding flavor development from the 2021 vintage's reduced yields.""}","[""Grilled ribeye steak with herb butter"", ""Braised lamb shanks with rosemary"", ""Aged blue cheese with fig compote"", ""Wild mushroom risotto with Parmesan"", ""Beef bourguignon with root vegetables""]","{""decanting"": ""Decant for 45-60 minutes to soften tannins and allow complex aromas to develop. Young Dry Creek Cabernet benefits significantly from aeration"", ""glassware"": ""Bordeaux-style glass with a large bowl to capture aromatic complexity"", ""temperature"": ""62-65°F (16-18°C), slightly cooler than room temperature to balance fruit and tannins""}","{""style"": ""Full-bodied Red Wine, Bordeaux-style Blend"", ""region"": ""Dry Creek Valley AVA, Sonoma County, California"", ""vintage"": ""2021"", ""ageability"": ""Drink now through 2031. The firm tannin structure and concentrated fruit make this wine perfect for aging 5-10 years, though it's approachable now with proper decanting. Peak drinking window: 2026-2031."", ""grapeVariety"": ""80% Cabernet Sauvignon, 7% Malbec, 5% Petit Verdot, 4% Cabernet Franc, 4% Merlot""}",2025-10-20 12:00:00,"claude-code-accurate-v2 (varietal-match, conf:0.8)"
e0930650-2fad-4b58-aeb3-411b93464e57,58b8126a-2d2f-4f55-bc98-5b6784800bed,,Chevel Yehuda City of David Sweet Red Wine,,"Chevel Yehuda City of David Sweet Red Wine is a sophisticated red wine showcasing rich complexity and excellent structure. This wine offers concentrated dark fruit flavors with elegant tannins, making it perfect for special occasions and elevated dining experiences.",,f,2025-10-18 13:41:27.616,2025-10-18 13:41:27.616,"{""aroma"": ""Dark cherry, blackberry, vanilla oak, hints of tobacco, leather, and dried herbs"", ""finish"": ""Long, elegant finish with lingering oak and dark fruit notes"", ""palate"": ""Full-bodied with velvety tannins, concentrated dark fruit flavors, balanced acidity, notes of cocoa and spices""}","[""Grilled ribeye steak"", ""Braised short ribs"", ""Aged Manchego cheese"", ""Wild mushroom risotto"", ""Herb-crusted lamb""]","{""decanting"": ""Decant 30-45 minutes"", ""glassware"": ""Bordeaux glass"", ""temperature"": ""60-65°F (16-18°C)""}","{""style"": ""Full-bodied red wine"", ""region"": ""Classic wine region"", ""vintage"": null, ""ageability"": ""Drink now through 2030"", ""grapeVariety"": ""Cabernet Sauvignon, Merlot blend""}",2025-10-20 20:17:36.742,claude-code
