id,tenantId,orderId,skuId,quantity,unitPrice,appliedPricingRules,isSample,createdAt,updatedAt
655fe867-d6c5-4eb5-9dea-e214ef16ec84,58b8126a-2d2f-4f55-bc98-5b6784800bed,9b500153-055d-4459-ad0b-66dcffed4b86,3975918a-6b88-4331-93d3-415af1551aba,1,0.00,null,f,2025-10-23 02:23:36.866,2025-10-23 02:23:36.866
96656376-409d-4ad5-98a1-58ddfca051a4,58b8126a-2d2f-4f55-bc98-5b6784800bed,9b500153-055d-4459-ad0b-66dcffed4b86,b61a099c-ba44-4750-ac6f-b6d17f72e4c3,1,0.00,null,f,2025-10-23 02:23:38.959,2025-10-23 02:23:38.959
6ca62ddd-0419-438b-8239-83bc7bdb39a8,58b8126a-2d2f-4f55-bc98-5b6784800bed,90407220-f8e6-4063-b897-82162514ae89,d7492884-8f19-4bed-ac14-044cb04441b1,12,11.49,null,f,2025-10-23 03:55:35.444,2025-10-23 03:55:35.444
9aebfb76-2333-4d9b-bf3c-ed9dc5d04db0,58b8126a-2d2f-4f55-bc98-5b6784800bed,225afe7b-3924-4ee9-8991-9a539c8eb4c3,4d0e8a14-2739-4db8-94be-eaa969d4e43e,12,14.66,null,f,2025-10-23 02:36:34.805,2025-10-23 02:36:34.805
e98ff872-28cb-49af-9607-28f3fc979850,58b8126a-2d2f-4f55-bc98-5b6784800bed,0fb09818-7ab2-4133-8e00-416cd914402d,2d3d1ca9-e7cb-4684-a8ea-a9fbc6e2d724,12,6.67,null,f,2025-10-23 02:52:37.106,2025-10-23 02:52:37.106
e0b03d9f-d216-4359-87c2-1ada082ae643,58b8126a-2d2f-4f55-bc98-5b6784800bed,0fb09818-7ab2-4133-8e00-416cd914402d,b73ab385-7046-4c30-b910-5566d9c8c6c6,12,3.99,null,f,2025-10-23 02:52:37.586,2025-10-23 02:52:37.586
c89f192b-111d-41bb-a68f-4d30809ccbcc,58b8126a-2d2f-4f55-bc98-5b6784800bed,ac34ef19-f5cd-4b7d-a5af-1292cd1953b6,36cfeddb-76d6-486f-858a-2d78ce3aa904,24,6.49,null,f,2025-10-23 02:23:44.259,2025-10-23 02:23:44.259
090b9e3a-72f1-4ce0-a9f9-e60298e4cf95,58b8126a-2d2f-4f55-bc98-5b6784800bed,6cb7cdb4-8dd6-4669-86f9-258d36f231d4,db5be37c-8a9e-4d16-b8c2-200ed626bc81,6,21.61,null,f,2025-10-23 03:43:35.89,2025-10-23 03:43:35.89
0c566c17-b98e-4c68-ba0b-0245da38f68b,58b8126a-2d2f-4f55-bc98-5b6784800bed,7f75d189-76b7-45d9-90ce-810d67c37e43,a62a96af-dc15-4ec7-9b5e-42b552431f21,6,66.00,null,f,2025-10-23 03:38:35.293,2025-10-23 03:38:35.293
63ae5d8f-9629-472b-9061-97ae427d590d,58b8126a-2d2f-4f55-bc98-5b6784800bed,8d8e0143-c282-4b5a-91b5-b1eac4fd142c,9a7b3e94-8e0a-454c-96a4-6337f433d7a0,3,0.00,null,f,2025-10-23 02:23:58.762,2025-10-23 02:23:58.762
375f6328-4f58-4961-8ad6-4f93e2344a04,58b8126a-2d2f-4f55-bc98-5b6784800bed,8fb90a05-f870-4140-8f5c-5086e6268a9a,3975918a-6b88-4331-93d3-415af1551aba,12,28.00,null,f,2025-10-23 03:02:35.965,2025-10-23 03:02:35.965
464d1a8f-86ea-4ae0-ac4b-feb3894562e9,58b8126a-2d2f-4f55-bc98-5b6784800bed,8fb90a05-f870-4140-8f5c-5086e6268a9a,4455f2aa-8ede-4843-a0dc-b0ab5d630b8a,16,10.33,null,f,2025-10-23 03:02:37.76,2025-10-23 03:02:37.76
7187f99a-c177-4df0-9595-682d572978e4,58b8126a-2d2f-4f55-bc98-5b6784800bed,2cb7a3de-57a4-490a-b1af-9f5f8fa5747b,6a9be919-ab79-4d49-ab34-66f8c55ceb6f,12,9.49,null,f,2025-10-23 03:43:37.18,2025-10-23 03:43:37.18
1f771311-812d-4a4f-a6c1-42037a7eed15,58b8126a-2d2f-4f55-bc98-5b6784800bed,ffb37d0a-ea8f-471f-8f31-1b153d002777,366a003b-d2b5-407d-be88-da7797f36bea,1,0.00,null,f,2025-10-23 02:36:49.424,2025-10-23 02:36:49.424
4d913d27-11c3-4ae8-a9ca-d904cc46c88d,58b8126a-2d2f-4f55-bc98-5b6784800bed,9d469dab-dd95-46e5-abb2-efdde9430d33,2dd8edb3-6f86-41b6-9fa4-aeecf774348c,72,12.00,null,f,2025-10-23 02:36:52.47,2025-10-23 02:36:52.47
7224eeb9-750c-4834-8215-fa4d559eebf2,58b8126a-2d2f-4f55-bc98-5b6784800bed,9d469dab-dd95-46e5-abb2-efdde9430d33,e51729db-5c7c-4554-bbea-fa4b64dcb33c,60,13.50,null,f,2025-10-23 02:36:53.058,2025-10-23 02:36:53.058
c814581f-64c5-489a-a5f7-c8e2035a213f,58b8126a-2d2f-4f55-bc98-5b6784800bed,9a319149-bbad-4dbb-9bfb-ae4a23a77fc3,105df3b0-2a1f-4868-b8c5-71ff067fb9fe,2,13.33,null,f,2025-10-23 02:52:42.832,2025-10-23 02:52:42.832
1e5e1f92-de84-4be7-b507-9f850b15ae7e,58b8126a-2d2f-4f55-bc98-5b6784800bed,9a319149-bbad-4dbb-9bfb-ae4a23a77fc3,3fcbebae-0a1a-4e4f-80f3-31488afde266,2,13.33,null,f,2025-10-23 02:52:43.453,2025-10-23 02:52:43.453
d2b89ac9-5a66-4e6d-809d-a83f15b59ac9,58b8126a-2d2f-4f55-bc98-5b6784800bed,9a319149-bbad-4dbb-9bfb-ae4a23a77fc3,a6a06b77-f630-4a95-b69c-15ee29201a5a,2,13.33,null,f,2025-10-23 02:52:44.221,2025-10-23 02:52:44.221
f9ac69fa-5a18-4a39-962f-55a028baafe0,58b8126a-2d2f-4f55-bc98-5b6784800bed,3d7174a1-14e6-44f5-9f3f-6f6cc2c9363c,9055d438-8923-4780-8ff8-626ee1fbe272,6,15.33,null,f,2025-10-23 02:45:39.942,2025-10-23 02:45:39.942
864a5bc7-17a0-418f-97a0-546aafc4c718,58b8126a-2d2f-4f55-bc98-5b6784800bed,3d7174a1-14e6-44f5-9f3f-6f6cc2c9363c,87791653-0057-4e5f-b5bb-ef3ee7a66ed5,3,8.66,null,f,2025-10-23 02:45:40.349,2025-10-23 02:45:40.349
e5d0dc75-bde2-4e96-8430-54fdc578b946,58b8126a-2d2f-4f55-bc98-5b6784800bed,3d7174a1-14e6-44f5-9f3f-6f6cc2c9363c,e6a34b00-bc5d-4ccd-b121-97eba82f96ff,3,15.33,null,f,2025-10-23 02:45:40.72,2025-10-23 02:45:40.72
e1fdfe87-c932-450b-b162-78b9d5c4687a,58b8126a-2d2f-4f55-bc98-5b6784800bed,3d7174a1-14e6-44f5-9f3f-6f6cc2c9363c,11750cba-c7e4-4536-8b59-349e68dc8be6,3,9.99,null,f,2025-10-23 02:45:41.533,2025-10-23 02:45:41.533
14e69b32-6159-4282-a73f-b1fbd8fe5e8d,58b8126a-2d2f-4f55-bc98-5b6784800bed,3d7174a1-14e6-44f5-9f3f-6f6cc2c9363c,fd0df1ec-5701-4af3-88f2-b2aee3ee64d7,3,17.33,null,f,2025-10-23 02:45:41.922,2025-10-23 02:45:41.922
f6b0d9ae-ad95-4a5b-9b8a-eaf62771bf3c,58b8126a-2d2f-4f55-bc98-5b6784800bed,225afe7b-3924-4ee9-8991-9a539c8eb4c3,814b844e-6ad0-41e8-8116-e93adc3e4e94,6,26.67,null,f,2025-10-23 02:36:33.68,2025-10-23 02:36:33.68
ad54a91d-49fc-44ee-a471-b1c97d0cf9c6,58b8126a-2d2f-4f55-bc98-5b6784800bed,9b500153-055d-4459-ad0b-66dcffed4b86,e88674c0-30ea-4903-9e7d-f4762f2badc8,1,0.00,null,f,2025-10-23 02:23:35.056,2025-10-23 02:23:35.056
61f47598-5f91-4098-b21e-0cf08180ff14,58b8126a-2d2f-4f55-bc98-5b6784800bed,225afe7b-3924-4ee9-8991-9a539c8eb4c3,c51ffcce-baea-4c32-b6f4-26be7434ecd9,6,26.67,null,f,2025-10-23 02:36:34.235,2025-10-23 02:36:34.235
fa9b2e40-fa50-4fdc-9c24-2da449431eb7,58b8126a-2d2f-4f55-bc98-5b6784800bed,932c7515-b475-49c2-8030-ffa273e3564e,3b1649bd-8cab-4e5e-9cdb-11ff64b36813,12,17.33,null,f,2025-10-23 03:19:34.907,2025-10-23 03:19:34.907
3ee5cbb7-58ca-426f-8e53-0d669cea29dd,58b8126a-2d2f-4f55-bc98-5b6784800bed,225afe7b-3924-4ee9-8991-9a539c8eb4c3,0c673144-11ce-4a12-b3cc-ce457d51cc7a,6,19.99,null,f,2025-10-23 02:36:35.399,2025-10-23 02:36:35.399
f7d2a9d7-bd05-4ecc-a619-44a126bde0ab,58b8126a-2d2f-4f55-bc98-5b6784800bed,9b500153-055d-4459-ad0b-66dcffed4b86,622ef030-1d86-4899-80f4-e565a3051375,1,0.00,null,f,2025-10-23 02:23:35.936,2025-10-23 02:23:35.936
9c8dd30a-b0a8-4139-8ac8-97eb57343bc6,58b8126a-2d2f-4f55-bc98-5b6784800bed,9b500153-055d-4459-ad0b-66dcffed4b86,983748f9-e5aa-40d1-83b2-8c4bcdfdbc68,1,0.00,null,f,2025-10-23 02:23:37.982,2025-10-23 02:23:37.982
9aa31e88-fcb5-4b87-8da0-67de13b6af22,58b8126a-2d2f-4f55-bc98-5b6784800bed,9b500153-055d-4459-ad0b-66dcffed4b86,7e958236-638a-4781-bdab-57df53e77c8b,1,0.00,null,f,2025-10-23 02:23:39.79,2025-10-23 02:23:39.79
7e095404-696e-4631-9b81-200f2d56cfed,58b8126a-2d2f-4f55-bc98-5b6784800bed,9b500153-055d-4459-ad0b-66dcffed4b86,ebc76879-aa59-49f1-a0e8-c5781ee1a609,1,0.00,null,f,2025-10-23 02:23:40.57,2025-10-23 02:23:40.57
354a46e8-ef57-4aa5-b586-1faf7cf2ddef,58b8126a-2d2f-4f55-bc98-5b6784800bed,acff72d9-e725-4a55-a288-33551558d99a,ca1603ca-37c5-4ea8-8583-eb87698a8687,120,19.66,null,f,2025-10-23 03:19:37,2025-10-23 03:19:37
8ec95848-0a3b-4cd5-a76a-91155783fb2b,58b8126a-2d2f-4f55-bc98-5b6784800bed,225afe7b-3924-4ee9-8991-9a539c8eb4c3,cc6b0aaf-7ae6-45a8-9d3f-20681752fe78,6,32.99,null,f,2025-10-23 02:36:36.025,2025-10-23 02:36:36.025
ae0e9ef8-be93-4f73-9ae4-14a01a7331c7,58b8126a-2d2f-4f55-bc98-5b6784800bed,9d34efeb-841b-45ba-bd13-0ba4f2a4f150,7874a21e-070a-47e8-be6e-3c2de2698a8e,12,7.33,null,f,2025-10-23 02:36:39.099,2025-10-23 02:36:39.099
7ea64bc5-79d6-449d-94cf-81c19b6cb69a,58b8126a-2d2f-4f55-bc98-5b6784800bed,9d34efeb-841b-45ba-bd13-0ba4f2a4f150,3b4cd06c-f224-4035-be8c-ce47995fe34a,4,11.33,null,f,2025-10-23 02:36:39.751,2025-10-23 02:36:39.751
d478840b-b1f8-4fe1-b766-8e1b6fc9d018,58b8126a-2d2f-4f55-bc98-5b6784800bed,9d34efeb-841b-45ba-bd13-0ba4f2a4f150,fa2e7d04-fd0a-463a-b72e-7f3f81ad5d41,4,11.33,null,f,2025-10-23 02:36:40.328,2025-10-23 02:36:40.328
6b9e17ea-6ea2-4895-ada8-d6a0311774bc,58b8126a-2d2f-4f55-bc98-5b6784800bed,8dbb68cb-6858-4b9e-b8d3-a0c06d22a0a3,c0ee40e7-fc7f-47cd-8b23-1a0649885f10,3,37.00,null,f,2025-10-23 02:45:34.853,2025-10-23 02:45:34.853
f9a49382-b6e6-43ce-88d8-93c99b33aa7d,58b8126a-2d2f-4f55-bc98-5b6784800bed,8dbb68cb-6858-4b9e-b8d3-a0c06d22a0a3,e68e1572-c54d-4d50-8933-9fc2b0d05fb3,3,40.00,null,f,2025-10-23 02:45:35.264,2025-10-23 02:45:35.264
c2cda718-1b12-46b9-99f5-ad8540ff6751,58b8126a-2d2f-4f55-bc98-5b6784800bed,1ae995a5-3fbd-455a-94a1-268b4ac8266e,3bfabe8d-f52c-4efd-ad6b-a4e57fa29d27,6,73.25,null,f,2025-10-23 02:37:06.816,2025-10-23 02:37:06.816
1ee25317-e596-40c6-b13b-fe78507afebf,58b8126a-2d2f-4f55-bc98-5b6784800bed,ac34ef19-f5cd-4b7d-a5af-1292cd1953b6,57724985-ee78-4efa-86f5-fbbc8a7a7b09,6,29.99,null,f,2025-10-23 02:23:44.978,2025-10-23 02:23:44.978
272c9d33-c355-4854-9df2-666372c05fac,58b8126a-2d2f-4f55-bc98-5b6784800bed,6cb7cdb4-8dd6-4669-86f9-258d36f231d4,c9de9663-a81e-4d72-8435-5143b59a4ad0,30,22.22,null,f,2025-10-23 03:43:35.654,2025-10-23 03:43:35.654
98226ee5-0dfe-4fef-8260-e0ccd267dfbd,58b8126a-2d2f-4f55-bc98-5b6784800bed,3456153e-ac5c-41a8-9ba2-e047ce0896fd,c814b7ba-816e-4cdd-acf7-c085cc1df727,12,7.49,null,f,2025-10-23 03:55:36.595,2025-10-23 03:55:36.595
831b73a9-70a5-42e7-a228-faa494b7215f,58b8126a-2d2f-4f55-bc98-5b6784800bed,8d495d9f-df44-4af1-b9e2-370b8136e368,23b59c99-7e4b-487e-b6bb-5221b685a25e,48,13.00,null,f,2025-10-23 03:38:37.401,2025-10-23 03:38:37.401
a4c198d3-69c7-457f-9841-a0bb32c8a00b,58b8126a-2d2f-4f55-bc98-5b6784800bed,dd978611-88d3-4227-b930-66ffdb0a9f13,7b792d05-f72c-4b43-b8cc-2c497f1e3185,12,16.00,null,f,2025-10-23 03:49:35.729,2025-10-23 03:49:35.729
e4b97f52-60f3-485d-9d0d-8bab0f754fee,58b8126a-2d2f-4f55-bc98-5b6784800bed,8d8e0143-c282-4b5a-91b5-b1eac4fd142c,f505c151-eafb-4466-8bb9-71ecc7e50c77,2,0.00,null,f,2025-10-23 02:23:51.455,2025-10-23 02:23:51.455
553cc91f-fb86-4669-868e-e7af09c96b47,58b8126a-2d2f-4f55-bc98-5b6784800bed,8fb90a05-f870-4140-8f5c-5086e6268a9a,ee7cd886-1df0-4d97-bca4-0f6f45153421,6,18.00,null,f,2025-10-23 03:02:36.39,2025-10-23 03:02:36.39
2b56f25e-5d0e-43e8-9367-22ac87a52415,58b8126a-2d2f-4f55-bc98-5b6784800bed,8d8e0143-c282-4b5a-91b5-b1eac4fd142c,157da535-8cfc-495c-a427-98c2d91e307e,1,0.00,null,f,2025-10-23 02:23:53.232,2025-10-23 02:23:53.232
f33d601c-d9d8-4f42-b137-1b24942c6385,58b8126a-2d2f-4f55-bc98-5b6784800bed,1ae995a5-3fbd-455a-94a1-268b4ac8266e,e5a90533-cc61-4581-a08e-a7ce3475b136,6,60.25,null,f,2025-10-23 02:37:07.474,2025-10-23 02:37:07.474
168b74cd-5fdf-4bc1-80c0-9fad2cb060d3,58b8126a-2d2f-4f55-bc98-5b6784800bed,8dbb68cb-6858-4b9e-b8d3-a0c06d22a0a3,70896f5d-d92c-465b-8b39-ab76b008b885,12,21.00,null,f,2025-10-23 02:45:35.705,2025-10-23 02:45:35.705
05dc115f-d33c-4332-95d2-152273e64867,58b8126a-2d2f-4f55-bc98-5b6784800bed,8dbb68cb-6858-4b9e-b8d3-a0c06d22a0a3,2a449299-8b40-4de8-b583-c9a6c242a5de,12,27.00,null,f,2025-10-23 02:45:36.194,2025-10-23 02:45:36.194
e0950b43-6e10-499f-a65c-65660313ce18,58b8126a-2d2f-4f55-bc98-5b6784800bed,8dbb68cb-6858-4b9e-b8d3-a0c06d22a0a3,624ced90-3627-41ab-a99d-f44fa318686b,12,24.00,null,f,2025-10-23 02:45:36.584,2025-10-23 02:45:36.584
fac8c256-fb86-4111-8090-541e678f9e0c,58b8126a-2d2f-4f55-bc98-5b6784800bed,8dbb68cb-6858-4b9e-b8d3-a0c06d22a0a3,30bea337-9419-4b34-b029-e3808e78097e,3,24.00,null,f,2025-10-23 02:45:36.93,2025-10-23 02:45:36.93
7724a835-dcd5-4a69-bb7b-c0c5bc40a544,58b8126a-2d2f-4f55-bc98-5b6784800bed,8d8e0143-c282-4b5a-91b5-b1eac4fd142c,de25c1c4-4591-47e2-99da-b845348f5751,1,0.00,null,f,2025-10-23 02:23:53.935,2025-10-23 02:23:53.935
4b5ec5f7-4910-444c-b747-6a95e47ea0b7,58b8126a-2d2f-4f55-bc98-5b6784800bed,8dbb68cb-6858-4b9e-b8d3-a0c06d22a0a3,de25c1c4-4591-47e2-99da-b845348f5751,3,30.00,null,f,2025-10-23 02:45:37.321,2025-10-23 02:45:37.321
cf4b7929-7bf0-47bb-88ef-26a77a0488a0,58b8126a-2d2f-4f55-bc98-5b6784800bed,bd7dfe60-9924-4867-bf38-196f5d055641,7edc932c-3219-4cb2-972c-298eeb0aa9da,1,0.00,null,f,2025-10-23 03:26:38.639,2025-10-23 03:26:38.639
ab50845c-ff7b-47dc-a02c-d76b448f469a,58b8126a-2d2f-4f55-bc98-5b6784800bed,3d7174a1-14e6-44f5-9f3f-6f6cc2c9363c,453535e4-6987-4233-a71a-9fde7321c010,6,15.99,null,f,2025-10-23 02:45:41.104,2025-10-23 02:45:41.104
